,time,id,x,y,z,velocity,angle of motion,facing angle
516,1352853194.638,9331400,-36581,-3533,1769.862,1368.6760000000002,-0.031,0.0
520,1352853194.672,9331400,-36581,-3532,1765.48,1366.1979999999999,-0.021,1.3019999999999998
524,1352853194.707,9331400,-36535,-3527,1763.4379999999999,1303.838,0.063,0.48
528,1352853194.74,9331400,-36502,-3524,1761.725,1222.401,0.135,0.249
532,1352853194.775,9331400,-36462,-3514,1760.03,1234.111,0.16699999999999998,0.213
536,1352853194.81,9331400,-36419,-3492,1756.925,1234.088,0.19399999999999998,0.215
540,1352853194.8439999,9331400,-36371,-3484,1754.509,1171.711,0.21100000000000002,0.195
544,1352853194.8769999,9331400,-36339,-3489,1752.317,1119.948,0.215,0.171
548,1352853194.91,9331400,-36319,-3491,1750.374,1054.478,0.23600000000000002,0.174
552,1352853194.944,9331400,-36281,-3483,1748.9520000000002,1040.493,0.17,0.154
556,1352853194.98,9331400,-36229,-3474,1745.415,999.7489999999999,0.159,0.11699999999999999
560,1352853195.014,9331400,-36191,-3475,1742.049,1004.674,0.155,0.111
564,1352853195.049,9331400,-36137,-3470,1740.079,1033.016,0.109,0.11599999999999999
568,1352853195.089,9331400,-36078,-3468,1738.095,1074.33,0.091,0.09
572,1352853195.125,9331400,-36027,-3456,1733.44,1152.606,0.129,0.135
576,1352853195.16,9331400,-35995,-3436,1728.7879999999998,1150.305,0.121,0.168
580,1352853195.194,9331400,-35947,-3435,1722.112,1193.037,0.188,0.183
584,1352853195.227,9331400,-35899,-3422,1714.9129999999998,1259.015,0.23600000000000002,0.22699999999999998
588,1352853195.26,9331400,-35853,-3411,1709.682,1295.871,0.203,0.235
592,1352853195.295,9331400,-35809,-3400,1705.5410000000002,1217.807,0.231,0.256
596,1352853195.33,9331400,-35784,-3394,1702.364,1187.558,0.237,0.278
600,1352853195.3660002,9331400,-35756,-3384,1699.701,1112.646,0.196,0.221
604,1352853195.403,9331400,-35671,-3368,1728.586,1178.691,0.265,0.278
608,1352853195.439,9331400,-35591,-3353,1726.4879999999998,1261.547,0.255,0.273
612,1352853195.477,9331400,-35538,-3342,1722.942,1240.286,0.20600000000000002,0.201
616,1352853195.513,9331400,-35499,-3336,1717.029,1223.9669999999999,0.19399999999999998,0.16899999999999998
620,1352853195.549,9331400,-35467,-3333,1711.0439999999999,1176.434,0.16899999999999998,0.126
624,1352853195.585,9331400,-35394,-3379,1706.605,1308.214,-0.107,-0.047
628,1352853195.621,9331400,-35348,-3414,1701.4,1360.276,-0.239,-0.113
632,1352853195.658,9331400,-35290,-3429,1704.485,1371.649,-0.22,-0.153
636,1352853195.695,9331400,-35233,-3438,1706.263,1368.825,-0.16899999999999998,-0.19399999999999998
640,1352853195.731,9331400,-35172,-3445,1703.264,1389.967,-0.15,-0.21600000000000003
644,1352853195.766,9331400,-35137,-3441,1699.879,1271.231,-0.183,-0.21899999999999997
648,1352853195.805,9331400,-35080,-3433,1698.4920000000002,1246.045,-0.214,-0.237
652,1352853195.839,9331400,-35039,-3449,1698.5439999999999,1256.121,-0.304,-0.239
656,1352853195.8739998,9331400,-34990,-3468,1698.5439999999999,1241.993,-0.363,-0.244
660,1352853195.909,9331400,-34947,-3487,1698.5439999999999,1198.664,-0.419,-0.248
664,1352853195.944,9331400,-34913,-3501,1698.5439999999999,1190.632,-0.45299999999999996,-0.24
668,1352853195.98,9331400,-34846,-3432,1715.964,1280.583,-0.287,-0.299
672,1352853196.016,9331400,-34806,-3368,1734.594,1259.132,-0.214,-0.25
676,1352853196.051,9331400,-34748,-3368,1808.086,1315.24,-0.213,-0.23600000000000002
680,1352853196.086,9331400,-34703,-3363,1847.842,1282.2069999999999,-0.213,-0.20800000000000002
684,1352853196.122,9331400,-34669,-3357,1848.621,1220.3110000000001,-0.20600000000000002,-0.203
688,1352853196.158,9331400,-34627,-3365,1848.621,1149.778,-0.255,-0.226
692,1352853196.194,9331400,-34596,-3362,1855.2820000000002,1160.127,-0.179,-0.204
696,1352853196.228,9331400,-34572,-3361,1857.1129999999998,1127.4660000000001,-0.16399999999999998,-0.195
700,1352853196.265,9331400,-34544,-3352,1857.9189999999999,1126.711,-0.187,-0.207
704,1352853196.299,9331400,-34501,-3324,1879.8129999999999,1114.942,-0.17,-0.17300000000000001
708,1352853196.336,9331400,-34461,-3338,1879.734,1105.8519999999999,-0.16399999999999998,-0.156
712,1352853196.37,9331400,-34324,-3288,1884.1770000000001,1249.16,-0.07400000000000001,-0.201
716,1352853196.405,9331400,-34279,-3285,1884.0629999999999,1246.905,-0.063,-0.21
720,1352853196.442,9331400,-34232,-3282,1883.9470000000001,1215.26,-0.10300000000000001,-0.20800000000000002
724,1352853196.476,9331400,-34195,-3285,1894.0479999999998,1188.296,-0.12300000000000001,-0.21600000000000003
728,1352853196.515,9331400,-34153,-3291,1894.2079999999999,1102.394,-0.14,-0.195
732,1352853196.55,9331400,-34116,-3295,1894.2079999999999,1067.583,-0.127,-0.19899999999999998
736,1352853196.585,9331400,-34079,-3299,1894.2079999999999,1034.232,-0.10300000000000001,-0.20800000000000002
740,1352853196.62,9331400,-34041,-3301,1894.2079999999999,1016.8760000000001,-0.11199999999999999,-0.188
744,1352853196.654,9331400,-33998,-3249,1888.589,1151.174,0.042,-0.11800000000000001
748,1352853196.69,9331400,-33958,-3230,1883.975,1124.671,-0.015,-0.054000000000000006
752,1352853196.726,9331400,-33933,-3230,1879.7520000000002,1039.281,-0.033,-0.055999999999999994
757,1352853196.7610002,9331400,-33801,-2904,1869.693,1635.918,0.8859999999999999,0.225
762,1352853196.798,9331400,-33752,-2870,1863.692,1617.5520000000001,0.789,0.23600000000000002
767,1352853196.835,9331400,-33707,-2796,1862.602,1586.504,0.726,0.29
772,1352853196.871,9331400,-33698,-2755,1858.896,1651.68,0.677,0.337
777,1352853196.907,9331400,-33706,-2734,1846.451,1603.6770000000001,0.624,0.35600000000000004
782,1352853196.94,9331400,-33669,-2710,1832.878,1633.434,0.522,0.392
787,1352853196.978,9331400,-33624,-2671,1817.1629999999998,1583.036,0.528,0.45
792,1352853197.013,9331400,-33605,-2635,1798.204,1587.885,0.59,0.47700000000000004
797,1352853197.05,9331400,-33575,-2593,1789.6870000000001,1501.0739999999998,0.578,0.516
802,1352853197.087,9331400,-33543,-2564,1783.29,1362.648,0.544,0.537
807,1352853197.1239998,9331400,-33515,-2534,1776.4820000000002,1283.107,0.557,0.5479999999999999
812,1352853197.161,9331400,-33479,-2451,1787.043,1359.759,0.655,0.611
817,1352853197.196,9331400,-33443,-2394,1800.651,1357.9520000000002,0.628,0.615
822,1352853197.235,9331400,-33398,-2375,1793.2020000000002,1321.4189999999999,0.618,0.63
827,1352853197.27,9331400,-33361,-2356,1786.121,1294.644,0.591,0.643
832,1352853197.305,9331400,-33318,-2334,1780.101,1317.338,0.618,0.622
837,1352853197.341,9331400,-33305,-2308,1778.085,1277.3239999999998,0.607,0.6559999999999999
842,1352853197.375,9331400,-33283,-2275,1775.739,1206.877,0.65,0.645
847,1352853197.41,9331400,-33273,-2266,1773.506,1046.5539999999999,0.644,0.653
852,1352853197.444,9331400,-33232,-2248,1764.8220000000001,1071.618,0.599,0.614
857,1352853197.4789999,9331400,-33203,-2235,1756.6370000000002,997.049,0.621,0.614
862,1352853197.516,9331400,-33175,-2205,1755.1760000000002,997.195,0.603,0.5820000000000001
867,1352853197.553,9331400,-33128,-2180,1749.568,1027.987,0.5479999999999999,0.536
872,1352853197.587,9331400,-33103,-2166,1744.385,991.314,0.456,0.486
877,1352853197.6230001,9331400,-33050,-2148,1735.493,992.6189999999999,0.46399999999999997,0.49
882,1352853197.661,9331400,-33020,-2140,1727.276,931.33,0.376,0.42100000000000004
887,1352853197.697,9331400,-32977,-2122,1717.52,956.4689999999999,0.38299999999999995,0.381
892,1352853197.733,9331400,-32935,-2105,1708.4820000000002,960.9889999999999,0.406,0.433
897,1352853197.77,9331400,-32910,-2095,1699.287,969.179,0.433,0.434
902,1352853197.807,9331400,-32872,-2087,1697.389,1009.1039999999999,0.392,0.43
907,1352853197.843,9331400,-32841,-2087,1695.8270000000002,1010.507,0.319,0.405
912,1352853197.88,9331400,-32813,-2086,1693.398,983.488,0.28600000000000003,0.35
917,1352853197.915,9331400,-32798,-2060,1725.336,974.7260000000001,0.33799999999999997,0.345
922,1352853197.953,9331400,-32751,-2008,1744.3129999999999,1057.0230000000001,0.45799999999999996,0.449
927,1352853197.9889998,9331400,-32716,-1976,1757.6860000000001,1081.403,0.47600000000000003,0.462
932,1352853198.025,9331400,-32652,-1951,1756.4129999999998,1190.849,0.486,0.434
937,1352853198.059,9331400,-32589,-1928,1754.766,1180.8419999999999,0.451,0.434
942,1352853198.0939999,9331400,-32527,-1905,1748.556,1162.361,0.449,0.484
947,1352853198.129,9331400,-32496,-1883,1741.251,1191.573,0.473,0.515
952,1352853198.165,9331400,-32483,-1873,1733.905,1109.032,0.493,0.555
957,1352853198.199,9331400,-32474,-1885,1786.862,1066.147,0.47600000000000003,0.516
962,1352853198.235,9331400,-32451,-1837,1772.6870000000001,1024.92,0.629,0.629
967,1352853198.27,9331400,-32455,-1790,1758.335,900.985,0.773,0.777
972,1352853198.307,9331400,-32394,-1777,1756.9029999999998,932.1089999999999,0.768,0.6890000000000001
977,1352853198.343,9331400,-32361,-1743,1784.766,934.6310000000001,0.763,0.728
982,1352853198.3760002,9331400,-32335,-1718,1808.2520000000002,932.2819999999999,0.807,0.764
987,1352853198.41,9331400,-32319,-1680,1826.703,902.143,0.852,0.779
992,1352853198.447,9331400,-32311,-1644,1862.9820000000002,844.485,0.889,0.809
997,1352853198.484,9331400,-32181,-1653,1863.54,999.617,0.5429999999999999,0.563
1002,1352853198.519,9331400,-32118,-1655,1855.265,1129.854,0.46,0.431
1007,1352853198.556,9331400,-32094,-1636,1857.713,1122.056,0.478,0.419
1012,1352853198.59,9331400,-32068,-1615,1859.9479999999999,1109.846,0.51,0.419
1017,1352853198.6269999,9331400,-32050,-1597,1861.6129999999998,1078.733,0.518,0.451
1022,1352853198.663,9331400,-31962,-1618,1853.043,1193.454,0.37,0.33799999999999997
1027,1352853198.703,9331400,-31845,-1647,1839.75,1280.147,0.2,0.23600000000000002
1032,1352853198.738,9331400,-31789,-1641,1836.348,1340.8529999999998,0.17600000000000002,0.21
1037,1352853198.776,9331400,-31731,-1634,1833.4679999999998,1385.425,0.207,0.20199999999999999
1042,1352853198.812,9331400,-31690,-1624,1830.0120000000002,1348.775,0.218,0.21600000000000003
1047,1352853198.846,9331400,-31589,-1627,1822.729,1406.83,0.138,0.14400000000000002
1052,1352853198.88,9331400,-31559,-1604,1823.744,1412.067,0.235,0.19699999999999998
1057,1352853198.913,9331400,-31533,-1572,1824.5379999999998,1417.335,0.29600000000000004,0.254
1062,1352853198.946,9331400,-31488,-1541,1821.6689999999999,1457.886,0.29600000000000004,0.261
1067,1352853198.981,9331400,-31453,-1524,1818.4660000000001,1340.455,0.28300000000000003,0.313
1072,1352853199.016,9331400,-31417,-1499,1815.9229999999998,1232.767,0.3,0.348
1077,1352853199.051,9331400,-31381,-1466,1813.021,1157.351,0.408,0.381
1082,1352853199.085,9331400,-31355,-1447,1812.622,1129.934,0.41600000000000004,0.354
1087,1352853199.12,9331400,-31322,-1431,1812.622,1083.056,0.429,0.363
1092,1352853199.157,9331400,-31283,-1405,1812.622,1077.0430000000001,0.434,0.35200000000000004
1097,1352853199.192,9331400,-31251,-1388,1812.622,1094.545,0.42700000000000005,0.354
1102,1352853199.225,9331400,-31224,-1383,1812.622,1042.596,0.41600000000000004,0.375
1107,1352853199.26,9331400,-31195,-1367,1812.622,1035.441,0.44,0.44299999999999995
1112,1352853199.295,9331400,-31074,-1379,1808.354,1345.3429999999998,0.315,0.324
1117,1352853199.328,9331400,-31018,-1390,1802.412,1419.338,0.217,0.253
