,time,id,x,y,z,velocity,angle of motion,facing angle
11743,1352853300.913,9350001,-19224,-9005,1375.754,1063.744,0.7390000000000001,0.0
11752,1352853300.949,9350001,-19224,-9004,1375.754,1057.624,0.747,1.3419999999999999
11761,1352853300.9889998,9350001,-19201,-8981,1375.754,1031.032,0.7440000000000001,0.774
11770,1352853301.024,9350001,-19177,-8957,1381.649,1040.097,0.6990000000000001,0.693
11779,1352853301.063,9350001,-19146,-8930,1437.6270000000002,1042.0639999999999,0.6659999999999999,0.688
11788,1352853301.103,9350001,-19098,-8892,1521.066,1057.731,0.6970000000000001,0.703
11797,1352853301.14,9350001,-19063,-8848,1568.671,1123.825,0.721,0.76
11806,1352853301.177,9350001,-19013,-8820,1604.245,1154.885,0.688,0.7509999999999999
11815,1352853301.212,9350001,-18959,-8788,1646.151,1183.164,0.7020000000000001,0.7340000000000001
11824,1352853301.247,9350001,-18918,-8758,1660.5320000000002,1223.546,0.764,0.731
11833,1352853301.284,9350001,-18883,-8716,1668.3429999999998,1186.007,0.7120000000000001,0.715
11842,1352853301.322,9350001,-18861,-8664,1636.326,1156.485,0.815,0.778
11851,1352853301.3569999,9350001,-18840,-8626,1627.9170000000001,1174.583,0.852,0.804
11860,1352853301.391,9350001,-18813,-8574,1615.64,1229.778,0.8740000000000001,0.8190000000000001
11869,1352853301.427,9350001,-18764,-8537,1636.5339999999999,1277.237,0.821,0.799
11878,1352853301.464,9350001,-18720,-8500,1634.47,1291.151,0.8059999999999999,0.748
11887,1352853301.5,9350001,-18671,-8473,1632.635,1281.371,0.795,0.737
11896,1352853301.537,9350001,-18626,-8420,1647.604,1346.662,0.728,0.7090000000000001
11905,1352853301.574,9350001,-18572,-8374,1655.4070000000002,1406.74,0.6990000000000001,0.684
11914,1352853301.613,9350001,-18515,-8337,1704.931,1409.364,0.6729999999999999,0.6759999999999999
11923,1352853301.65,9350001,-18446,-8305,1621.0520000000001,1411.489,0.698,0.664
11932,1352853301.687,9350001,-18396,-8279,1590.21,1427.434,0.59,0.6409999999999999
11941,1352853301.723,9350001,-18327,-8252,1605.692,1463.79,0.509,0.596
11950,1352853301.7580001,9350001,-18283,-8231,1621.56,1442.616,0.519,0.56
11959,1352853301.796,9350001,-18236,-8217,1628.7679999999998,1407.0420000000001,0.54,0.564
11968,1352853301.838,9350001,-18188,-8206,1639.494,1341.606,0.537,0.55
11977,1352853301.8739998,9350001,-18140,-8184,1617.146,1313.799,0.56,0.5479999999999999
11986,1352853301.91,9350001,-18089,-8184,1612.281,1314.766,0.528,0.531
11995,1352853301.947,9350001,-18064,-8182,1619.878,1258.667,0.609,0.5770000000000001
12004,1352853301.985,9350001,-18047,-8171,1552.475,1222.5430000000001,0.598,0.569
12013,1352853302.0210001,9350001,-18017,-8154,1547.235,1194.678,0.5770000000000001,0.584
12022,1352853302.059,9350001,-17964,-8113,1652.682,1258.0919999999999,0.5770000000000001,0.5710000000000001
12031,1352853302.096,9350001,-17912,-8087,1698.471,1286.006,0.57,0.578
12040,1352853302.1330001,9350001,-17857,-8059,1726.765,1246.27,0.5670000000000001,0.5479999999999999
12049,1352853302.169,9350001,-17803,-8038,1733.4160000000002,1222.987,0.56,0.537
12058,1352853302.208,9350001,-17758,-8001,1704.283,1195.253,0.55,0.522
