,time,id,x,y,z,velocity,angle of motion,facing angle
39723,1352853369.236,9360901,-6335,5770,1470.746,1267.137,2.6519999999999997,0.0
39736,1352853369.274,9360901,-6334,5770,1470.746,1260.629,2.6660000000000004,2.971
39749,1352853369.311,9360901,-6376,5792,1507.753,1209.5919999999999,2.647,2.6889999999999996
39762,1352853369.35,9360901,-6406,5805,1513.507,1194.076,2.67,2.74
39775,1352853369.388,9360901,-6437,5837,1533.757,1223.057,2.625,2.696
39788,1352853369.427,9360901,-6473,5852,1534.737,1224.731,2.6830000000000003,2.715
39801,1352853369.465,9360901,-6518,5871,1534.9460000000001,1245.943,2.668,2.7089999999999996
39814,1352853369.5010002,9360901,-6565,5887,1586.49,1233.992,2.71,2.763
39827,1352853369.537,9360901,-6610,5903,1593.631,1261.53,2.694,2.786
39840,1352853369.574,9360901,-6658,5921,1451.737,1209.6,2.7119999999999997,2.773
39853,1352853369.611,9360901,-6700,5930,1366.888,1190.4289999999999,2.716,2.77
39866,1352853369.647,9360901,-6718,5936,1319.865,1128.724,2.622,2.727
39879,1352853369.682,9360901,-6750,5939,1293.808,996.27,2.674,2.7239999999999998
39892,1352853369.72,9360901,-6791,5947,1305.428,978.044,2.658,2.76
39905,1352853369.7580001,9360901,-6843,5948,1312.139,1015.38,2.7119999999999997,2.805
39919,1352853369.798,9360901,-6872,5939,1316.0810000000001,986.937,2.7710000000000004,2.8280000000000003
39933,1352853369.836,9360901,-6913,5947,1352.576,935.079,2.779,2.892
39947,1352853369.8760002,9360901,-6945,5949,1372.451,927.049,2.785,2.861
39961,1352853369.913,9360901,-6980,5955,1404.361,969.972,2.7760000000000002,2.8489999999999998
39975,1352853369.957,9360901,-7040,5982,1459.082,998.946,2.7560000000000002,2.823
39989,1352853369.996,9360901,-7087,6009,1480.646,985.197,2.8080000000000003,2.886
40003,1352853370.035,9360901,-7118,6032,1487.4229999999998,981.93,2.778,2.86
40017,1352853370.073,9360901,-7163,6063,1522.405,988.028,2.766,2.822
40031,1352853370.113,9360901,-7215,6093,1531.97,1083.434,2.763,2.784
40045,1352853370.15,9360901,-7241,6111,1534.316,1060.077,2.742,2.722
40059,1352853370.189,9360901,-7280,6139,1568.3329999999999,1043.537,2.693,2.742
40073,1352853370.227,9360901,-7331,6175,1599.02,1017.6,2.677,2.793
40087,1352853370.264,9360901,-7378,6192,1606.95,1040.935,2.7039999999999997,2.8089999999999997
40101,1352853370.302,9360901,-7415,6204,1449.307,1069.402,2.7939999999999996,2.8680000000000003
40115,1352853370.338,9360901,-7442,6208,1359.388,1025.255,2.826,2.895
40129,1352853370.3730001,9360901,-7466,6216,1311.8370000000002,1008.4580000000001,2.7680000000000002,2.84
40143,1352853370.41,9360901,-7492,6228,1305.226,1032.096,2.745,2.806
40157,1352853370.446,9360901,-7534,6250,1301.39,1022.2810000000001,2.7439999999999998,2.855
40171,1352853370.485,9360901,-7573,6246,1326.536,973.008,2.8480000000000003,2.931
40185,1352853370.522,9360901,-7604,6215,1333.545,904.6260000000001,2.986,3.03
40199,1352853370.559,9360901,-7647,6250,1357.87,973.952,2.906,2.903
40213,1352853370.5939999,9360901,-7682,6274,1375.874,1007.8480000000001,2.803,2.823
40227,1352853370.6330001,9360901,-7746,6354,1432.309,1144.154,2.734,2.7880000000000003
40241,1352853370.673,9360901,-7795,6423,1465.559,1208.396,2.713,2.7230000000000003
40255,1352853370.713,9360901,-7840,6543,1494.213,1246.432,2.575,2.608
40269,1352853370.75,9360901,-7869,6610,1510.473,1348.076,2.464,2.512
40283,1352853370.786,9360901,-7902,6650,1530.1729999999998,1319.4070000000002,2.4419999999999997,2.481
40297,1352853370.822,9360901,-7934,6691,1542.0220000000002,1362.629,2.428,2.472
40311,1352853370.8569999,9360901,-7956,6701,1549.146,1291.382,2.468,2.469
40325,1352853370.895,9360901,-8007,6739,1582.3870000000002,1293.6019999999999,2.411,2.4459999999999997
40339,1352853370.932,9360901,-8059,6763,1594.639,1255.85,2.408,2.458
40353,1352853370.97,9360901,-8084,6807,1474.414,1188.803,2.37,2.4659999999999997
40367,1352853371.01,9360901,-8094,6854,1411.586,1118.246,2.371,2.484
40381,1352853371.047,9360901,-8100,6920,1398.871,1124.427,2.353,2.483
40395,1352853371.082,9360901,-8123,6945,1392.4520000000002,1167.902,2.378,2.488
40409,1352853371.118,9360901,-8149,6968,1387.868,1142.099,2.4290000000000003,2.517
40423,1352853371.152,9360901,-8211,6878,1391.0829999999999,1064.265,2.5789999999999997,2.6510000000000002
40437,1352853371.187,9360901,-8201,6924,1424.8770000000002,1053.224,2.58,2.6639999999999997
40451,1352853371.22,9360901,-8215,6946,1457.8629999999998,981.3960000000001,2.6489999999999996,2.7
40465,1352853371.254,9360901,-8239,6979,1515.375,1031.48,2.574,2.707
40479,1352853371.292,9360901,-8286,7012,1563.158,1088.66,2.653,2.688
40493,1352853371.327,9360901,-8330,7071,1576.704,1236.4089999999999,2.6639999999999997,2.695
40507,1352853371.362,9360901,-8379,7145,1561.836,1390.058,2.583,2.6710000000000003
40521,1352853371.402,9360901,-8434,7173,1562.086,1327.351,2.627,2.676
40535,1352853371.438,9360901,-8484,7187,1560.481,1396.608,2.603,2.714
40549,1352853371.476,9360901,-8559,7259,1608.0479999999998,1574.819,2.5869999999999997,2.656
40563,1352853371.513,9360901,-8608,7290,1621.271,1511.674,2.46,2.6069999999999998
40577,1352853371.549,9360901,-8643,7319,1625.747,1490.461,2.496,2.5660000000000003
40591,1352853371.586,9360901,-8657,7337,1627.0320000000002,1464.5810000000001,2.481,2.5980000000000003
40605,1352853371.621,9360901,-8665,7350,1626.62,1478.662,2.515,2.6310000000000002
40619,1352853371.657,9360901,-8714,7398,1664.418,1521.652,2.589,2.6069999999999998
40633,1352853371.694,9360901,-8741,7414,1536.585,1507.8039999999999,2.594,2.613
40647,1352853371.733,9360901,-8784,7443,1509.4260000000002,1523.5610000000001,2.553,2.638
40661,1352853371.77,9360901,-8811,7459,1527.435,1476.71,2.529,2.636
40675,1352853371.81,9360901,-8834,7487,1539.503,1504.108,2.516,2.61
40689,1352853371.846,9360901,-8856,7502,1540.2079999999999,1510.115,2.531,2.6
40703,1352853371.882,9360901,-8891,7540,1559.641,1486.076,2.498,2.5660000000000003
40717,1352853371.919,9360901,-8916,7574,1562.611,1400.74,2.478,2.521
40731,1352853371.957,9360901,-8942,7612,1600.047,1336.839,2.423,2.459
40745,1352853371.9919999,9360901,-8972,7650,1619.086,1423.007,2.385,2.4090000000000003
40759,1352853372.029,9360901,-9007,7687,1633.0510000000002,1442.015,2.4090000000000003,2.373
40773,1352853372.066,9360901,-9034,7739,1578.124,1484.26,2.354,2.333
40787,1352853372.1039999,9360901,-9049,7794,1591.825,1446.221,2.292,2.314
40801,1352853372.144,9360901,-9080,7836,1592.779,1411.036,2.322,2.3209999999999997
40815,1352853372.179,9360901,-9128,7863,1652.683,1390.1229999999998,2.313,2.362
40829,1352853372.217,9360901,-9175,7895,1658.043,1349.273,2.327,2.385
40842,1352853372.256,9360901,-9207,7928,1635.48,1276.3519999999999,2.314,2.359
40855,1352853372.293,9360901,-9217,7956,1548.2079999999999,1254.117,2.362,2.37
40868,1352853372.331,9360901,-9216,7979,1542.84,1215.644,2.249,2.3280000000000003
40881,1352853372.3669999,9360901,-9227,7984,1350.942,1130.3410000000001,2.293,2.313
40894,1352853372.402,9360901,-9233,7993,1330.588,1041.593,2.325,2.338
40907,1352853372.44,9360901,-9246,8015,1348.104,1010.757,2.3569999999999998,2.3569999999999998
40920,1352853372.4789999,9360901,-9283,8044,1508.506,1085.778,2.366,2.3609999999999998
40933,1352853372.515,9360901,-9308,8074,1549.477,1097.542,2.3080000000000003,2.3409999999999997
40946,1352853372.552,9360901,-9323,8104,1581.789,1085.899,2.339,2.3409999999999997
40959,1352853372.59,9360901,-9369,8140,1553.634,1079.4360000000001,2.315,2.3369999999999997
40972,1352853372.6260002,9360901,-9410,8188,1576.401,1146.558,2.339,2.323
40985,1352853372.664,9360901,-9473,8238,1589.918,1208.125,2.3480000000000003,2.331
40998,1352853372.701,9360901,-9511,8285,1602.162,1155.441,2.305,2.326
41011,1352853372.736,9360901,-9547,8339,1620.2179999999998,1169.989,2.255,2.356
41024,1352853372.772,9360901,-9572,8358,1544.776,1183.792,2.338,2.377
41037,1352853372.807,9360901,-9602,8375,1500.59,1148.855,2.363,2.386
41050,1352853372.847,9360901,-9643,8420,1479.6629999999998,1122.4160000000002,2.379,2.423
41063,1352853372.8839998,9360901,-9671,8465,1432.898,1185.494,2.356,2.419
41076,1352853372.922,9360901,-9720,8513,1434.776,1234.744,2.4419999999999997,2.438
41089,1352853372.961,9360901,-9777,8572,1438.682,1274.27,2.4619999999999997,2.452
41102,1352853372.9989998,9360901,-9817,8598,1457.0720000000001,1230.632,2.49,2.461
41115,1352853373.036,9360901,-9861,8626,1485.53,1169.202,2.543,2.4619999999999997
41128,1352853373.071,9360901,-9876,8654,1489.995,1119.981,2.438,2.391
41141,1352853373.106,9360901,-9890,8677,1514.8010000000002,1056.657,2.383,2.339
41154,1352853373.144,9360901,-9929,8705,1510.5539999999999,1093.721,2.397,2.322
41167,1352853373.182,9360901,-9963,8743,1438.4,1109.26,2.315,2.312
41180,1352853373.22,9360901,-9984,8772,1427.489,1094.205,2.311,2.3209999999999997
41193,1352853373.257,9360901,-9971,8771,1404.595,1019.062,2.3040000000000003,2.2880000000000003
41206,1352853373.295,9360901,-9936,8760,1376.781,931.561,2.194,2.176
41219,1352853373.331,9360901,-9954,8784,1449.296,878.523,2.19,2.197
41233,1352853373.37,9360901,-9990,8813,1570.9279999999999,927.278,2.23,2.239
41247,1352853373.409,9360901,-10048,8864,1586.0729999999999,1026.552,2.249,2.2569999999999997
41261,1352853373.446,9360901,-10095,8892,1585.441,1020.845,2.221,2.241
41275,1352853373.483,9360901,-10136,8932,1482.5829999999999,1016.665,2.1959999999999997,2.246
41289,1352853373.519,9360901,-10129,8954,1354.85,954.485,2.144,2.184
41303,1352853373.558,9360901,-10126,8974,1327.136,901.883,2.077,2.17
41317,1352853373.598,9360901,-10142,9003,1292.982,912.79,2.065,2.17
41331,1352853373.635,9360901,-10167,9035,1282.1019999999999,918.441,2.099,2.162
41345,1352853373.674,9360901,-10205,9098,1427.1070000000002,941.742,2.106,2.16
41359,1352853373.713,9360901,-10246,9161,1474.021,1019.048,2.128,2.168
41373,1352853373.7519999,9360901,-10270,9187,1497.838,1007.802,2.112,2.1790000000000003
41387,1352853373.79,9360901,-10279,9225,1516.275,1086.474,2.0980000000000003,2.169
41401,1352853373.83,9360901,-10293,9285,1501.289,1110.677,2.069,2.117
41415,1352853373.868,9360901,-10307,9334,1515.014,1129.4260000000002,2.092,2.095
41429,1352853373.905,9360901,-10368,9379,1430.1779999999999,1189.377,2.148,2.125
41443,1352853373.943,9360901,-10423,9420,1463.6860000000001,1169.406,2.144,2.16
41457,1352853373.9819999,9360901,-10454,9470,1515.3470000000002,1182.818,2.169,2.174
41471,1352853374.022,9360901,-10478,9528,1546.217,1209.163,2.171,2.124
41485,1352853374.062,9360901,-10483,9573,1549.4070000000002,1111.877,2.1390000000000002,2.081
41499,1352853374.1039999,9360901,-10500,9634,1575.015,1070.742,2.055,2.0269999999999997
41513,1352853374.142,9360901,-10532,9693,1577.1789999999999,1158.989,2.052,2.001
41527,1352853374.18,9360901,-10543,9742,1547.501,1185.132,2.039,1.985
41541,1352853374.22,9360901,-10563,9782,1556.578,1176.306,2.0340000000000003,2.009
41554,1352853374.2580001,9360901,-10578,9797,1559.5439999999999,1172.8410000000001,2.002,2.026
41567,1352853374.296,9360901,-10607,9832,1475.983,1165.521,2.037,2.021
41580,1352853374.337,9360901,-10613,9869,1365.734,1218.254,2.048,1.9980000000000002
41593,1352853374.3769999,9360901,-10625,9920,1342.317,1167.114,2.01,1.9909999999999999
41606,1352853374.413,9360901,-10674,9969,1491.467,1216.028,2.053,2.015
41619,1352853374.452,9360901,-10724,10008,1550.745,1230.529,2.07,2.053
41632,1352853374.488,9360901,-10765,10029,1404.8329999999999,1265.6680000000001,2.053,2.06
41645,1352853374.528,9360901,-10785,10054,1389.861,1297.1019999999999,2.024,2.055
