,time,id,x,y,z,velocity,angle of motion,facing angle
47153,1352853389.82,9362900,-32070,-3989,1535.506,351.957,0.996,0.0
47166,1352853389.862,9362900,-32070,-3989,1535.506,172.247,1.005,1.212
47179,1352853389.901,9362900,-32066,-3984,1535.506,154.256,1.0290000000000001,1.565
47192,1352853389.941,9362900,-32066,-3984,1535.506,67.945,0.71,1.075
47205,1352853389.98,9362900,-32048,-3979,1535.364,162.96200000000002,1.202,1.429
47218,1352853390.02,9362900,-32042,-3959,1535.211,229.72,1.334,1.9369999999999998
47231,1352853390.057,9362900,-32043,-3956,1535.2120000000002,222.838,1.035,1.733
47244,1352853390.099,9362900,-32042,-3951,1535.2120000000002,252.99900000000002,1.288,1.89
47257,1352853390.139,9362900,-32042,-3938,1535.2120000000002,299.66200000000003,1.2930000000000001,2.057
47270,1352853390.178,9362900,-32085,-3865,1537.069,407.73,1.8969999999999998,2.194
47283,1352853390.218,9362900,-32097,-3802,1541.0,504.995,1.6769999999999998,1.806
47296,1352853390.256,9362900,-32081,-3771,1544.855,544.865,1.598,1.758
47309,1352853390.297,9362900,-32081,-3744,1544.766,503.25800000000004,1.555,1.7719999999999998
47322,1352853390.337,9362900,-32080,-3729,1544.766,474.276,1.649,1.775
47335,1352853390.375,9362900,-32020,-3627,1546.6879999999999,732.3760000000001,1.416,1.439
47348,1352853390.41,9362900,-31979,-3572,1547.485,870.4839999999999,1.251,1.1540000000000001
47362,1352853390.45,9362900,-31970,-3498,1548.736,946.872,1.109,1.025
47376,1352853390.4889998,9362900,-31965,-3444,1549.2720000000002,994.812,1.1179999999999999,1.01
47390,1352853390.528,9362900,-31968,-3365,1568.016,1110.856,1.1420000000000001,0.965
47405,1352853390.566,9362900,-32104,-3268,1582.5179999999998,755.9069999999999,1.936,0.937
47420,1352853390.605,9362900,-32133,-3228,1583.1689999999999,758.438,2.001,0.965
47435,1352853390.6430001,9362900,-32147,-3200,1583.17,774.14,2.003,1.094
47450,1352853390.684,9362900,-32157,-3166,1583.17,778.0060000000001,2.033,1.087
47465,1352853390.721,9362900,-32167,-3138,1583.17,741.721,2.104,1.227
47480,1352853390.76,9362900,-32181,-3118,1583.17,735.2439999999999,2.0669999999999997,1.305
47496,1352853390.797,9362900,-32193,-3092,1583.17,678.346,2.053,1.416
47512,1352853390.837,9362900,-32203,-3069,1583.17,632.442,2.022,1.3619999999999999
47528,1352853390.8769999,9362900,-32213,-3052,1583.17,595.476,2.023,1.35
47544,1352853390.915,9362900,-32230,-2958,1583.17,838.612,1.804,1.517
47560,1352853390.953,9362900,-32232,-2921,1583.17,825.9839999999999,1.749,1.525
47576,1352853390.99,9362900,-32237,-2892,1583.17,830.51,1.742,1.524
47591,1352853391.036,9362900,-32065,-2831,1584.703,980.0110000000001,0.9209999999999999,1.011
47606,1352853391.075,9362900,-31997,-2823,1589.656,1015.0,0.747,0.866
47621,1352853391.1139998,9362900,-31952,-2815,1594.859,1057.5610000000001,0.6859999999999999,0.8009999999999999
47636,1352853391.152,9362900,-31926,-2797,1595.1070000000002,1039.79,0.716,0.755
47651,1352853391.192,9362900,-31894,-2781,1650.646,1042.774,0.7120000000000001,0.701
47666,1352853391.23,9362900,-31860,-2755,1650.491,1044.672,0.736,0.7140000000000001
47681,1352853391.27,9362900,-31823,-2729,1650.491,993.7610000000001,0.68,0.6779999999999999
47696,1352853391.309,9362900,-31791,-2713,1650.491,956.72,0.642,0.6579999999999999
47711,1352853391.352,9362900,-31751,-2691,1650.491,884.925,0.66,0.665
47726,1352853391.39,9362900,-31721,-2672,1650.491,860.14,0.625,0.638
47741,1352853391.428,9362900,-31816,-2616,1714.204,767.325,0.94,0.848
47756,1352853391.466,9362900,-31818,-2603,1777.059,755.5980000000001,0.978,0.8690000000000001
47771,1352853391.507,9362900,-31787,-2581,1777.7939999999999,751.578,0.9329999999999999,0.8440000000000001
47786,1352853391.547,9362900,-31734,-2603,1782.61,757.293,0.812,0.745
47801,1352853391.586,9362900,-31703,-2593,1774.675,762.1360000000001,0.726,0.6829999999999999
47816,1352853391.628,9362900,-31652,-2606,1767.2879999999998,779.857,0.598,0.66
47831,1352853391.671,9362900,-31635,-2616,1760.5770000000002,766.8689999999999,0.61,0.64
47846,1352853391.71,9362900,-31633,-2605,1756.2579999999998,777.541,0.682,0.6659999999999999
47861,1352853391.7510002,9362900,-31625,-2600,1750.055,747.284,0.6609999999999999,0.6729999999999999
47876,1352853391.793,9362900,-31597,-2589,1743.979,774.696,0.6409999999999999,0.632
47891,1352853391.83,9362900,-31565,-2567,1736.619,777.5930000000001,0.655,0.6629999999999999
47906,1352853391.8730001,9362900,-31519,-2547,1728.142,868.7760000000001,0.64,0.7040000000000001
47921,1352853391.912,9362900,-31503,-2517,1731.265,891.7339999999999,0.7509999999999999,0.728
47936,1352853391.95,9362900,-31479,-2494,1732.0510000000002,849.291,0.775,0.716
47951,1352853391.9910002,9362900,-31453,-2465,1732.0510000000002,840.576,0.8240000000000001,0.723
47966,1352853392.0310001,9362900,-31460,-2464,1729.3229999999999,674.1419999999999,0.802,0.7390000000000001
47981,1352853392.074,9362900,-31467,-2459,1723.91,669.475,0.8079999999999999,0.764
47996,1352853392.112,9362900,-31462,-2451,1723.7939999999999,618.931,0.8290000000000001,0.703
48011,1352853392.15,9362900,-31453,-2439,1723.7939999999999,606.2130000000001,0.7490000000000001,0.718
48026,1352853392.19,9362900,-31441,-2425,1723.7939999999999,585.1419999999999,0.657,0.708
48041,1352853392.2289999,9362900,-31475,-2418,1733.276,603.2869999999999,0.807,0.7879999999999999
48056,1352853392.2680001,9362900,-31487,-2410,1743.6229999999998,677.564,0.882,0.847
48071,1352853392.308,9362900,-31492,-2365,1765.619,728.705,0.9740000000000001,0.925
48086,1352853392.349,9362900,-31480,-2315,1767.8729999999998,813.987,0.972,0.887
48101,1352853392.391,9362900,-31468,-2282,1769.391,794.842,0.985,0.9109999999999999
48116,1352853392.43,9362900,-31466,-2299,1768.2279999999998,662.4010000000001,0.903,0.841
48131,1352853392.4689999,9362900,-31465,-2322,1766.629,646.567,0.88,0.8740000000000001
48146,1352853392.507,9362900,-31451,-2303,1766.655,612.37,0.828,0.8690000000000001
48161,1352853392.545,9362900,-31439,-2285,1766.655,612.169,0.882,0.871
48176,1352853392.59,9362900,-31461,-2342,1763.871,587.286,0.922,0.927
48191,1352853392.629,9362900,-31454,-2327,1763.817,545.23,0.8540000000000001,0.988
48206,1352853392.671,9362900,-31434,-2311,1763.817,511.983,0.747,0.945
48221,1352853392.711,9362900,-31460,-2315,1760.6729999999998,553.7180000000001,0.9129999999999999,0.991
48235,1352853392.7510002,9362900,-31512,-2319,1760.1570000000002,582.28,1.178,1.056
48249,1352853392.792,9362900,-31545,-2293,1759.6960000000001,604.727,1.2919999999999998,1.128
48263,1352853392.832,9362900,-31552,-2267,1758.49,642.884,1.288,1.18
48277,1352853392.8669999,9362900,-31556,-2255,1757.265,671.2280000000001,1.295,1.195
48292,1352853392.9060001,9362900,-31560,-2233,1756.945,774.035,1.335,1.2770000000000001
48307,1352853392.943,9362900,-31572,-2212,1756.765,774.334,1.4,1.347
48322,1352853392.984,9362900,-31565,-2234,1753.033,685.1410000000001,1.3769999999999998,1.386
48337,1352853393.024,9362900,-31566,-2205,1753.08,691.793,1.393,1.411
48352,1352853393.065,9362900,-31577,-2191,1751.4279999999999,644.149,1.403,1.4040000000000001
48367,1352853393.1069999,9362900,-31585,-2156,1750.271,702.7760000000001,1.43,1.401
48382,1352853393.147,9362900,-31576,-2131,1750.3470000000002,591.626,1.359,1.4680000000000002
48397,1352853393.189,9362900,-31571,-2109,1750.3470000000002,570.873,1.2930000000000001,1.401
48412,1352853393.23,9362900,-31566,-2083,1750.3470000000002,589.352,1.222,1.4169999999999998
48427,1352853393.269,9362900,-31554,-2062,1750.3470000000002,513.186,1.185,1.392
48442,1352853393.309,9362900,-31600,-2101,1758.49,500.774,1.31,1.405
48457,1352853393.3539999,9362900,-31624,-2081,1758.694,571.242,1.5,1.538
48472,1352853393.394,9362900,-31634,-2088,1758.905,507.431,1.631,1.6440000000000001
48487,1352853393.434,9362900,-31618,-2108,1758.7839999999999,549.9540000000001,1.4509999999999998,1.483
48502,1352853393.474,9362900,-31620,-2094,1758.745,457.215,1.4769999999999999,1.5219999999999998
48517,1352853393.514,9362900,-31620,-2085,1758.745,453.42400000000004,1.469,1.5390000000000001
48532,1352853393.553,9362900,-31625,-2106,1764.83,462.542,1.564,1.54
48547,1352853393.59,9362900,-31627,-2108,1769.774,446.775,1.5490000000000002,1.594
48562,1352853393.631,9362900,-31627,-2127,1775.14,429.814,1.693,1.6980000000000002
