,time,id,x,y,z,velocity,angle of motion,facing angle
52948,1352853407.619,9364701,39184,-17348,1566.422,931.262,-2.7030000000000003,0.0
52960,1352853407.6560001,9364701,39184,-17347,1558.3139999999999,925.062,-2.7,1.797
52972,1352853407.693,9364701,39156,-17363,1554.057,910.48,-2.667,-2.451
52984,1352853407.728,9364701,39128,-17373,1546.046,865.755,-2.677,-2.637
52996,1352853407.7680001,9364701,39104,-17393,1538.615,900.65,-2.572,-2.6069999999999998
53008,1352853407.81,9364701,39079,-17410,1531.4029999999998,906.6510000000001,-2.543,-2.638
53020,1352853407.848,9364701,39036,-17418,1524.414,950.312,-2.5839999999999996,-2.6839999999999997
53032,1352853407.887,9364701,39008,-17442,1517.755,951.34,-2.5540000000000003,-2.645
53044,1352853407.924,9364701,38979,-17459,1512.942,963.4010000000001,-2.556,-2.639
53056,1352853407.96,9364701,38961,-17470,1509.733,919.941,-2.508,-2.625
53068,1352853408.0,9364701,38935,-17483,1505.719,914.023,-2.5610000000000004,-2.688
53080,1352853408.04,9364701,38909,-17487,1503.141,906.309,-2.585,-2.737
53092,1352853408.078,9364701,38878,-17489,1500.349,908.421,-2.674,-2.7769999999999997
53104,1352853408.118,9364701,38857,-17493,1498.37,888.398,-2.685,-2.772
53116,1352853408.158,9364701,38836,-17507,1496.152,819.257,-2.6239999999999997,-2.7939999999999996
53128,1352853408.196,9364701,38809,-17514,1495.721,830.355,-2.6889999999999996,-2.804
53140,1352853408.234,9364701,38769,-17516,1494.461,886.6569999999999,-2.805,-2.853
53152,1352853408.27,9364701,38715,-17521,1492.473,918.362,-2.804,-2.8280000000000003
53164,1352853408.308,9364701,38672,-17545,1489.019,997.357,-2.755,-2.819
53176,1352853408.346,9364701,38638,-17556,1485.711,1014.422,-2.722,-2.835
53188,1352853408.387,9364701,38595,-17567,1482.944,1007.37,-2.8289999999999997,-2.8689999999999998
53200,1352853408.425,9364701,38551,-17584,1481.442,998.3910000000001,-2.8160000000000003,-2.866
53212,1352853408.461,9364701,38507,-17591,1480.504,1013.502,-2.782,-2.89
53224,1352853408.4989998,9364701,38480,-17608,1483.8829999999998,1010.0310000000001,-2.812,-2.909
53236,1352853408.538,9364701,38456,-17610,1497.4089999999999,997.472,-2.7760000000000002,-2.885
53248,1352853408.565,9364701,38431,-17613,1495.241,1027.84,-2.815,-2.898
53260,1352853408.596,9364701,38393,-17613,1494.005,1083.667,-2.884,-2.886
53272,1352853408.635,9364701,38354,-17622,1492.203,1154.864,-2.88,-2.841
53284,1352853408.675,9364701,38316,-17616,1490.2820000000002,1151.241,-2.8110000000000004,-2.872
53296,1352853408.714,9364701,38285,-17627,1488.701,1154.184,-2.801,-2.9
53308,1352853408.7519999,9364701,38241,-17642,1486.171,1193.996,-2.862,-2.897
53320,1352853408.7910001,9364701,38212,-17668,1484.0810000000001,1216.846,-2.835,-2.867
53332,1352853408.829,9364701,38187,-17681,1482.308,1147.236,-2.819,-2.8760000000000003
53344,1352853408.869,9364701,38159,-17696,1480.805,1091.3110000000001,-2.89,-2.926
53356,1352853408.9060001,9364701,38128,-17678,1479.1770000000001,1074.175,-2.995,-3.071
53368,1352853408.943,9364701,38097,-17662,1476.328,1042.292,-3.113,-3.093
53380,1352853408.981,9364701,38062,-17652,1473.961,1084.1660000000002,3.1189999999999998,3.116
