,time,id,x,y,z,velocity,angle of motion,facing angle
59970,1352853428.225,9370800,24142,-16339,1579.475,924.189,2.7689999999999997,0.0
59984,1352853428.264,9370800,24143,-16339,1577.055,918.955,2.782,-2.928
59998,1352853428.305,9370800,24100,-16319,1576.158,908.061,2.7760000000000002,2.6710000000000003
60012,1352853428.342,9370800,24060,-16302,1574.366,916.725,2.65,2.5989999999999998
60026,1352853428.378,9370800,24032,-16279,1574.265,887.242,2.497,2.552
60040,1352853428.417,9370800,24010,-16265,1574.265,875.3660000000001,2.517,2.634
60054,1352853428.456,9370800,23991,-16257,1574.265,824.977,2.52,2.642
60068,1352853428.494,9370800,23906,-16239,1571.4229999999998,908.801,2.7230000000000003,2.6319999999999997
60082,1352853428.534,9370800,23844,-16218,1567.774,956.888,2.67,2.6630000000000003
60096,1352853428.575,9370800,23744,-16185,1565.691,1122.76,2.609,2.622
60110,1352853428.612,9370800,23666,-16162,1563.961,1194.725,2.594,2.617
60124,1352853428.65,9370800,23629,-16155,1553.665,1176.438,2.658,2.6489999999999996
60138,1352853428.688,9370800,23611,-16142,1543.895,1129.114,2.6639999999999997,2.667
60152,1352853428.726,9370800,23575,-16119,1532.027,1097.3110000000001,2.615,2.68
60166,1352853428.763,9370800,23532,-16096,1531.3029999999999,1136.656,2.636,2.698
60180,1352853428.801,9370800,23491,-16079,1536.3870000000002,1117.886,2.623,2.7060000000000004
60194,1352853428.839,9370800,23455,-16043,1528.529,1215.769,2.525,2.574
60208,1352853428.8760002,9370800,23445,-16012,1520.475,1156.675,2.465,2.551
60222,1352853428.913,9370800,23398,-15955,1542.5320000000002,1193.21,2.434,2.467
60236,1352853428.953,9370800,23372,-15911,1554.506,1162.78,2.314,2.35
60250,1352853428.9910002,9370800,23348,-15887,1548.809,1084.246,2.319,2.2969999999999997
60264,1352853429.028,9370800,23331,-15867,1541.682,1001.834,2.331,2.2769999999999997
60278,1352853429.065,9370800,23284,-15843,1537.6670000000001,1037.277,2.346,2.309
60292,1352853429.1039999,9370800,23271,-15855,1528.79,957.7130000000001,2.332,2.314
60306,1352853429.142,9370800,23268,-15861,1519.461,879.175,2.335,2.336
60320,1352853429.181,9370800,23228,-15829,1514.246,932.7180000000001,2.281,2.292
60334,1352853429.222,9370800,23178,-15803,1508.79,954.3760000000001,2.327,2.325
60348,1352853429.2610002,9370800,23146,-15786,1508.839,918.6389999999999,2.375,2.362
60362,1352853429.304,9370800,23086,-15756,1497.755,976.5160000000001,2.326,2.376
60376,1352853429.342,9370800,23035,-15763,1483.0479999999998,966.4789999999999,2.424,2.471
60390,1352853429.379,9370800,22987,-15748,1482.246,968.921,2.463,2.456
60404,1352853429.417,9370800,22942,-15725,1481.817,1046.373,2.471,2.472
60418,1352853429.455,9370800,22888,-15702,1478.265,1134.587,2.556,2.577
60432,1352853429.494,9370800,22826,-15661,1473.3870000000002,1271.073,2.463,2.506
