,time,id,x,y,z,velocity,angle of motion,facing angle
53654,1352853409.836,9364901,-8300,-8847,1682.8039999999999,684.72,2.3930000000000002,0.0
53668,1352853409.8739998,9364901,-8299,-8846,1682.6529999999998,684.457,2.408,2.121
53682,1352853409.913,9364901,-8322,-8819,1683.7820000000002,708.913,2.3680000000000003,2.329
53696,1352853409.952,9364901,-8343,-8800,1700.979,694.607,2.376,2.3169999999999997
53710,1352853409.99,9364901,-8368,-8774,1541.695,750.709,2.331,2.279
53724,1352853410.0310001,9364901,-8400,-8741,1513.24,724.938,2.313,2.291
53738,1352853410.069,9364901,-8423,-8708,1515.7020000000002,763.5060000000001,2.267,2.25
53753,1352853410.108,9364901,-8452,-8677,1525.904,795.654,2.323,2.247
53768,1352853410.148,9364901,-8462,-8652,1534.8339999999998,762.33,2.235,2.174
53783,1352853410.187,9364901,-8473,-8621,1706.286,798.7769999999999,2.153,2.116
53798,1352853410.225,9364901,-8489,-8580,1716.773,803.867,2.154,2.135
53813,1352853410.264,9364901,-8512,-8547,1742.973,859.855,2.208,2.141
53828,1352853410.301,9364901,-8546,-8512,1736.7579999999998,905.927,2.204,2.145
53843,1352853410.341,9364901,-8582,-8470,1725.435,957.336,2.184,2.146
53858,1352853410.3760002,9364901,-8596,-8448,1725.7179999999998,905.15,2.17,2.147
53873,1352853410.413,9364901,-8610,-8431,1729.586,809.075,2.126,2.117
53888,1352853410.449,9364901,-8627,-8391,1751.9679999999998,868.784,2.145,2.084
53902,1352853410.484,9364901,-8631,-8348,1746.12,879.8430000000001,2.0780000000000003,2.0
53916,1352853410.525,9364901,-8646,-8288,1755.234,938.802,1.985,1.964
53930,1352853410.562,9364901,-8651,-8239,1750.138,950.799,1.933,1.935
53944,1352853410.602,9364901,-8652,-8214,1751.2939999999999,982.318,1.903,1.922
53958,1352853410.641,9364901,-8658,-8169,1759.9620000000002,932.868,1.915,1.8869999999999998
53972,1352853410.679,9364901,-8664,-8119,1774.9479999999999,1030.649,1.9369999999999998,1.885
53986,1352853410.718,9364901,-8668,-8072,1773.078,1082.1760000000002,1.828,1.839
54000,1352853410.756,9364901,-8674,-8037,1775.151,1039.6660000000002,1.819,1.806
54013,1352853410.799,9364901,-8686,-8007,1775.17,976.5160000000001,1.8359999999999999,1.828
54026,1352853410.838,9364901,-8693,-7971,1767.1760000000002,978.533,1.922,1.8530000000000002
54039,1352853410.875,9364901,-8699,-7928,1768.9589999999998,996.488,1.885,1.865
54052,1352853410.914,9364901,-8717,-7881,1772.013,977.076,1.929,1.935
54065,1352853410.953,9364901,-8737,-7839,1773.993,976.065,1.9969999999999999,1.9769999999999999
54078,1352853410.9910002,9364901,-8765,-7813,1631.136,920.196,2.006,1.975
54091,1352853411.03,9364901,-8788,-7772,1625.747,901.6160000000001,2.001,1.959
54104,1352853411.066,9364901,-8805,-7737,1781.8829999999998,885.51,2.008,1.95
54117,1352853411.1039999,9364901,-8817,-7704,1777.7179999999998,912.008,1.962,1.933
54130,1352853411.142,9364901,-8829,-7664,1752.68,975.405,1.965,1.915
54143,1352853411.18,9364901,-8830,-7640,1744.372,1001.587,2.001,1.8880000000000001
54156,1352853411.2189999,9364901,-8853,-7603,1708.3020000000001,973.503,2.012,1.8969999999999998
54169,1352853411.2580001,9364901,-8861,-7561,1723.911,1001.686,1.949,1.869
54182,1352853411.297,9364901,-8866,-7523,1722.396,1012.8889999999999,1.955,1.86
54195,1352853411.335,9364901,-8878,-7475,1692.555,1012.559,1.882,1.794
54208,1352853411.3730001,9364901,-8883,-7445,1688.1760000000002,997.916,1.7480000000000002,1.746
54221,1352853411.41,9364901,-8889,-7401,1613.5079999999998,1012.432,1.706,1.734
54234,1352853411.448,9364901,-8897,-7380,1596.628,965.798,1.695,1.692
54247,1352853411.488,9364901,-8903,-7343,1675.547,1009.242,1.6130000000000002,1.633
54260,1352853411.5310001,9364901,-8894,-7301,1705.444,1002.836,1.555,1.621
54273,1352853411.567,9364901,-8888,-7252,1704.692,1063.027,1.557,1.577
54286,1352853411.6039999,9364901,-8884,-7182,1708.85,1045.567,1.625,1.6
54299,1352853411.6430001,9364901,-8890,-7126,1715.505,1037.809,1.71,1.662
54312,1352853411.68,9364901,-8886,-7093,1710.14,1031.798,1.676,1.686
54325,1352853411.72,9364901,-8889,-7032,1744.418,1080.221,1.605,1.68
54338,1352853411.757,9364901,-8881,-6986,1757.6170000000002,1113.828,1.551,1.693
54351,1352853411.797,9364901,-8876,-6945,1754.35,1088.479,1.632,1.715
54364,1352853411.837,9364901,-8863,-6877,1721.622,1160.563,1.673,1.683
54377,1352853411.8739998,9364901,-8861,-6829,1718.257,1183.856,1.631,1.703
54390,1352853411.91,9364901,-8819,-6763,1705.033,1361.1270000000002,1.5919999999999999,1.692
54403,1352853411.948,9364901,-8786,-6689,1725.4979999999998,1390.874,1.554,1.6540000000000001
54416,1352853411.985,9364901,-8741,-6639,1731.1329999999998,1395.03,1.501,1.574
54429,1352853412.022,9364901,-8706,-6602,1710.925,1456.273,1.4680000000000002,1.51
54442,1352853412.058,9364901,-8689,-6562,1698.789,1418.777,1.455,1.47
54455,1352853412.0939999,9364901,-8672,-6528,1694.115,1392.995,1.415,1.474
54468,1352853412.1339998,9364901,-8652,-6480,1671.067,1421.499,1.4609999999999999,1.489
54481,1352853412.171,9364901,-8659,-6446,1671.3239999999998,1387.9129999999998,1.485,1.495
54493,1352853412.2089999,9364901,-8650,-6396,1635.227,1408.898,1.473,1.479
54505,1352853412.247,9364901,-8645,-6356,1662.79,1349.535,1.4609999999999999,1.4380000000000002
54516,1352853412.289,9364901,-8631,-6320,1667.951,1275.704,1.411,1.423
54527,1352853412.326,9364901,-8623,-6280,1671.164,1276.109,1.396,1.416
54538,1352853412.363,9364901,-8601,-6259,1671.141,1161.579,1.3719999999999999,1.426
54549,1352853412.4,9364901,-8593,-6232,1651.5339999999999,1139.046,1.3719999999999999,1.4369999999999998
54560,1352853412.437,9364901,-8559,-6198,1661.9360000000001,1187.7,1.242,1.297
54571,1352853412.475,9364901,-8531,-6167,1664.445,1172.0710000000001,1.167,1.246
54582,1352853412.51,9364901,-8512,-6138,1657.136,1162.106,1.198,1.2009999999999998
54593,1352853412.545,9364901,-8497,-6122,1618.763,1106.285,1.215,1.178
54604,1352853412.582,9364901,-8477,-6100,1602.6070000000002,1057.5539999999999,1.148,1.169
54615,1352853412.6169999,9364901,-8454,-6072,1593.753,1036.7,1.159,1.172
