,time,id,x,y,z,velocity,angle of motion,facing angle
44854,1352853383.432,9362302,15093,-10826,1496.602,1151.989,2.511,0.0
44871,1352853383.472,9362302,15091,-10827,1546.306,1154.688,2.495,2.347
44888,1352853383.514,9362302,15050,-10794,1541.27,1120.0330000000001,2.419,2.443
44905,1352853383.554,9362302,15016,-10772,1540.644,1088.996,2.441,2.386
44922,1352853383.593,9362302,14986,-10748,1536.665,1051.809,2.412,2.4
44939,1352853383.6330001,9362302,14957,-10709,1533.4089999999999,1080.633,2.369,2.351
44956,1352853383.673,9362302,14921,-10674,1550.265,1111.088,2.331,2.3280000000000003
44972,1352853383.714,9362302,14875,-10640,1592.642,1131.1989999999998,2.349,2.37
44988,1352853383.7519999,9362302,14850,-10616,1618.783,1098.427,2.332,2.365
45004,1352853383.7910001,9362302,14804,-10566,1613.8370000000002,1217.266,2.38,2.367
45020,1352853383.831,9362302,14771,-10513,1607.6329999999998,1278.328,2.37,2.371
45036,1352853383.871,9362302,14740,-10457,1656.661,1384.017,2.286,2.3209999999999997
45052,1352853383.909,9362302,14705,-10407,1688.14,1396.317,2.291,2.299
45068,1352853383.948,9362302,14692,-10384,1677.5639999999999,1287.265,2.295,2.336
45084,1352853383.9889998,9362302,14657,-10342,1671.711,1277.876,2.293,2.344
45100,1352853384.03,9362302,14602,-10254,1672.3,1392.328,2.265,2.343
45116,1352853384.069,9362302,14569,-10187,1665.49,1406.3129999999999,2.221,2.265
45132,1352853384.109,9362302,14532,-10108,1653.443,1474.741,2.176,2.231
45148,1352853384.151,9362302,14494,-10047,1648.35,1513.4229999999998,2.188,2.221
45164,1352853384.191,9362302,14466,-10002,1639.165,1414.376,2.1790000000000003,2.218
45180,1352853384.231,9362302,14475,-9967,1629.9160000000002,1299.933,2.1390000000000002,2.181
45196,1352853384.2710001,9362302,14433,-9925,1629.935,1195.453,2.162,2.202
45212,1352853384.307,9362302,14417,-9904,1631.5179999999998,1215.866,2.181,2.2680000000000002
45228,1352853384.347,9362302,14381,-9875,1630.4360000000001,1205.5510000000002,2.219,2.28
45244,1352853384.39,9362302,14325,-9835,1633.745,1209.924,2.316,2.371
45260,1352853384.43,9362302,14284,-9776,1628.717,1228.618,2.316,2.3209999999999997
45276,1352853384.47,9362302,14236,-9702,1615.705,1304.7,2.248,2.278
45292,1352853384.5110002,9362302,14194,-9657,1610.576,1306.702,2.221,2.2880000000000003
45308,1352853384.549,9362302,14169,-9626,1606.109,1314.095,2.234,2.347
45324,1352853384.588,9362302,14135,-9584,1600.031,1334.43,2.3369999999999997,2.367
45340,1352853384.628,9362302,14103,-9555,1600.493,1381.53,2.332,2.364
45356,1352853384.669,9362302,14088,-9493,1621.638,1417.651,2.29,2.3169999999999997
45372,1352853384.71,9362302,14041,-9401,1630.855,1573.043,2.24,2.3080000000000003
45388,1352853384.747,9362302,14007,-9352,1633.619,1570.4560000000001,2.204,2.278
45404,1352853384.788,9362302,13973,-9301,1691.934,1548.263,2.1630000000000003,2.256
45420,1352853384.828,9362302,13957,-9231,1715.8429999999998,1538.358,2.112,2.191
45436,1352853384.8669999,9362302,13932,-9175,1724.9460000000001,1521.965,2.102,2.11
45452,1352853384.911,9362302,13927,-9161,1713.8570000000002,1416.925,2.161,2.101
