,time,id,x,y,z,velocity,angle of motion,facing angle
15357,1352853314.085,9351400,41076,-18323,1376.155,647.033,-3.072,0.0
15371,1352853314.122,9351400,41071,-18322,1366.525,639.117,-3.053,1.2819999999999998
15385,1352853314.16,9351400,41037,-18328,1357.7079999999999,628.806,3.117,2.605
15399,1352853314.201,9351400,40990,-18341,1351.0120000000002,654.399,-2.987,-2.7939999999999996
15413,1352853314.2389998,9351400,40962,-18345,1350.63,641.305,-2.926,-2.7880000000000003
15427,1352853314.275,9351400,40953,-18343,1350.751,629.6659999999999,-2.946,-2.802
15441,1352853314.311,9351400,40931,-18345,1350.751,644.761,-2.975,-2.741
15455,1352853314.347,9351400,40907,-18352,1350.751,607.099,-3.0189999999999997,-2.8680000000000003
15469,1352853314.3830001,9351400,40890,-18350,1350.751,613.9,-3.013,-2.97
15483,1352853314.422,9351400,40754,-18411,1345.037,843.216,-2.8169999999999997,-2.623
15497,1352853314.458,9351400,40662,-18478,1343.358,895.5239999999999,-2.602,-2.478
15511,1352853314.494,9351400,40642,-18494,1343.364,863.41,-2.6260000000000003,-2.5989999999999998
15525,1352853314.532,9351400,40607,-18449,1362.0970000000002,742.831,-2.727,-2.6710000000000003
15539,1352853314.57,9351400,40485,-18426,1421.504,942.01,-2.8689999999999998,-2.877
15553,1352853314.606,9351400,40427,-18387,1499.6689999999999,1062.813,-3.1239999999999997,-3.088
15567,1352853314.6430001,9351400,40379,-18336,1513.9029999999998,1190.059,3.009,3.0810000000000004
15581,1352853314.68,9351400,40311,-18292,1525.499,1271.579,2.8939999999999997,2.991
15595,1352853314.716,9351400,40252,-18266,1528.306,1284.704,2.855,2.9130000000000003
15609,1352853314.754,9351400,40198,-18235,1521.36,1320.382,2.6710000000000003,2.764
15623,1352853314.792,9351400,40136,-18238,1518.682,1375.557,2.803,2.835
15637,1352853314.829,9351400,40063,-18222,1509.01,1451.369,2.8739999999999997,2.866
15651,1352853314.8660002,9351400,39985,-18206,1503.4089999999999,1526.241,2.886,2.877
15665,1352853314.907,9351400,39883,-18264,1559.401,1560.559,3.012,2.992
15679,1352853314.944,9351400,39810,-18256,1559.714,1605.305,2.9739999999999998,3.0210000000000004
15693,1352853314.984,9351400,39744,-18287,1561.4089999999999,1569.793,3.051,3.05
15707,1352853315.022,9351400,39647,-18297,1619.769,1637.882,3.095,3.082
15721,1352853315.06,9351400,39568,-18351,1652.086,1701.79,-2.98,-3.113
15735,1352853315.097,9351400,39491,-18385,1682.0410000000002,1801.4879999999998,-2.926,-3.0380000000000003
15749,1352853315.1339998,9351400,39449,-18419,1684.6070000000002,1790.8329999999999,-2.852,-2.978
15763,1352853315.171,9351400,39369,-18436,1705.9229999999998,1797.92,-2.822,-2.898
15777,1352853315.205,9351400,39330,-18455,1710.964,1693.636,-2.815,-2.866
15791,1352853315.243,9351400,39278,-18469,1708.9360000000001,1676.846,-2.812,-2.903
15805,1352853315.282,9351400,39222,-18476,1707.145,1652.606,-2.858,-2.885
15819,1352853315.317,9351400,39177,-18477,1703.104,1651.957,-2.884,-2.917
15833,1352853315.356,9351400,39136,-18478,1698.099,1621.989,-2.92,-2.97
15847,1352853315.395,9351400,39074,-18463,1692.636,1607.756,-3.045,-3.0669999999999997
15861,1352853315.432,9351400,39023,-18439,1686.7479999999998,1589.707,-3.1239999999999997,3.134
15875,1352853315.468,9351400,38978,-18432,1683.386,1585.5829999999999,3.1310000000000002,3.109
15890,1352853315.506,9351400,38912,-18414,1680.434,1574.99,3.0039999999999996,3.0669999999999997
15905,1352853315.543,9351400,38872,-18395,1677.3470000000002,1447.743,2.949,3.1
15920,1352853315.583,9351400,38796,-18376,1679.364,1529.339,3.013,3.036
15935,1352853315.6239998,9351400,38748,-18363,1692.714,1476.404,2.9560000000000004,3.0239999999999996
15950,1352853315.663,9351400,38686,-18352,1696.8110000000001,1462.721,2.964,3.011
15965,1352853315.701,9351400,38625,-18342,1703.4270000000001,1457.096,2.987,3.037
15980,1352853315.74,9351400,38561,-18320,1702.7020000000002,1490.957,2.995,3.0589999999999997
15995,1352853315.7810001,9351400,38502,-18300,1700.237,1447.2320000000002,2.944,3.0460000000000003
16010,1352853315.821,9351400,38428,-18291,1698.545,1477.805,2.95,3.103
