,time,id,x,y,z,velocity,angle of motion,facing angle
3849,1352853222.082,9334200,-17027,12231,1409.382,1257.363,-2.175,0.0
3855,1352853222.119,9334200,-17028,12228,1500.3670000000002,1254.44,-2.158,2.127
3861,1352853222.1560001,9334200,-17067,12191,1512.609,1219.951,-2.225,-2.171
3867,1352853222.19,9334200,-17100,12157,1611.733,1187.537,-2.269,-2.154
3873,1352853222.223,9334200,-17120,12120,1618.1889999999999,1161.606,-2.149,-2.089
3879,1352853222.257,9334200,-17126,12086,1547.0910000000001,1192.005,-1.953,-1.954
3885,1352853222.292,9334200,-17128,12041,1535.754,1232.016,-1.801,-1.781
3891,1352853222.329,9334200,-17120,11973,1585.91,1307.157,-1.653,-1.625
3897,1352853222.3669999,9334200,-17122,11910,1576.395,1349.526,-1.546,-1.53
3903,1352853222.4,9334200,-17116,11866,1566.819,1328.6129999999998,-1.4909999999999999,-1.4880000000000002
3909,1352853222.435,9334200,-17134,11802,1595.975,1355.4279999999999,-1.5719999999999998,-1.5390000000000001
3915,1352853222.4689999,9334200,-17150,11747,1603.057,1296.556,-1.64,-1.5619999999999998
3921,1352853222.503,9334200,-17160,11687,1603.965,1272.387,-1.672,-1.544
3927,1352853222.538,9334200,-17173,11639,1602.007,1336.816,-1.62,-1.56
3933,1352853222.573,9334200,-17188,11596,1567.533,1358.121,-1.6580000000000001,-1.608
3939,1352853222.609,9334200,-17208,11521,1491.4270000000001,1461.761,-1.6740000000000002,-1.683
3945,1352853222.642,9334200,-17230,11469,1448.582,1431.485,-1.796,-1.735
3951,1352853222.679,9334200,-17268,11428,1490.425,1357.973,-1.88,-1.73
3957,1352853222.715,9334200,-17313,11385,1512.2579999999998,1349.7820000000002,-1.864,-1.77
3963,1352853222.7489998,9334200,-17344,11343,1536.421,1348.023,-1.926,-1.8519999999999999
3969,1352853222.784,9334200,-17373,11294,1410.195,1315.015,-1.9040000000000001,-1.8619999999999999
3975,1352853222.818,9334200,-17410,11256,1422.886,1348.8970000000002,-1.9909999999999999,-1.931
3981,1352853222.853,9334200,-17459,11227,1365.273,1371.6760000000002,-2.0340000000000003,-1.9769999999999999
3987,1352853222.89,9334200,-17498,11192,1355.221,1402.3039999999999,-2.032,-2.016
3993,1352853222.925,9334200,-17602,11149,1482.0829999999999,1571.006,-2.201,-2.182
3999,1352853222.962,9334200,-17675,11103,1510.162,1573.957,-2.249,-2.234
4005,1352853222.997,9334200,-17721,11071,1554.908,1614.769,-2.256,-2.265
4011,1352853223.0310001,9334200,-17783,11034,1562.9289999999999,1661.75,-2.305,-2.274
4017,1352853223.067,9334200,-17849,10995,1558.1889999999999,1788.092,-2.3209999999999997,-2.329
4023,1352853223.103,9334200,-17916,10954,1469.33,1789.6629999999998,-2.334,-2.352
