,time,id,x,y,z,velocity,angle of motion,facing angle
15876,1352853315.468,9351500,8038,1843,1235.117,1196.813,-1.145,0.0
15891,1352853315.506,9351500,8039,1845,1249.718,1187.046,-1.1320000000000001,1.021
15906,1352853315.543,9351500,8069,1812,1254.733,1190.48,-1.141,-1.6980000000000002
15921,1352853315.583,9351500,8088,1759,1254.615,1096.235,-1.3119999999999998,-1.8159999999999998
15936,1352853315.6239998,9351500,8095,1701,1255.022,1077.011,-1.527,-1.6869999999999998
15951,1352853315.663,9351500,8110,1651,1298.361,1092.607,-1.511,-1.608
15966,1352853315.701,9351500,8134,1594,1299.632,1150.52,-1.466,-1.548
15981,1352853315.74,9351500,8151,1546,1297.263,1136.444,-1.496,-1.5130000000000001
15996,1352853315.7810001,9351500,8163,1474,1345.056,1216.875,-1.4709999999999999,-1.501
16011,1352853315.821,9351500,8192,1423,1339.866,1234.546,-1.405,-1.462
16026,1352853315.86,9351500,8227,1370,1330.036,1217.495,-1.3330000000000002,-1.4169999999999998
16041,1352853315.9,9351500,8260,1313,1321.193,1196.292,-1.3130000000000002,-1.423
16056,1352853315.937,9351500,8291,1257,1312.224,1228.493,-1.301,-1.4169999999999998
16071,1352853315.975,9351500,8319,1202,1343.616,1240.234,-1.33,-1.376
16086,1352853316.013,9351500,8354,1149,1341.859,1267.004,-1.2229999999999999,-1.3
16101,1352853316.051,9351500,8392,1087,1339.888,1339.4029999999998,-1.21,-1.238
16116,1352853316.089,9351500,8434,1022,1381.451,1387.0629999999999,-1.18,-1.237
16131,1352853316.125,9351500,8464,966,1411.7620000000002,1466.78,-1.232,-1.224
16146,1352853316.162,9351500,8484,888,1423.537,1565.28,-1.2819999999999998,-1.249
16161,1352853316.2,9351500,8496,822,1426.75,1610.392,-1.3519999999999999,-1.253
16176,1352853316.238,9351500,8501,761,1419.91,1590.8829999999998,-1.354,-1.217
16191,1352853316.274,9351500,8507,737,1410.638,1478.2839999999999,-1.268,-1.148
16206,1352853316.312,9351500,8512,681,1404.616,1477.316,-1.2590000000000001,-1.1320000000000001
16221,1352853316.353,9351500,8521,632,1399.568,1389.295,-1.181,-1.129
16236,1352853316.391,9351500,8544,564,1430.592,1372.328,-1.143,-1.1340000000000001
16251,1352853316.428,9351500,8561,463,1442.69,1511.461,-1.179,-1.181
16267,1352853316.466,9351500,8584,423,1446.5810000000001,1453.14,-1.1340000000000001,-1.204
16283,1352853316.504,9351500,8610,373,1474.2479999999998,1436.2910000000002,-1.168,-1.16
16299,1352853316.542,9351500,8632,340,1481.076,1398.2,-1.16,-1.128
16315,1352853316.582,9351500,8743,362,1478.616,1195.751,-0.843,-0.924
16331,1352853316.618,9351500,8765,318,1472.41,1216.339,-0.938,-0.955
16347,1352853316.655,9351500,8776,281,1467.864,1168.505,-0.99,-1.0070000000000001
16363,1352853316.695,9351500,8792,212,1466.9679999999998,1250.51,-1.06,-0.9940000000000001
16379,1352853316.7319999,9351500,8808,170,1466.8570000000002,1232.77,-1.131,-1.028
16395,1352853316.7680001,9351500,8834,119,1463.8429999999998,1241.563,-1.075,-1.053
16411,1352853316.807,9351500,8869,68,1459.5339999999999,1271.161,-1.032,-1.079
16427,1352853316.846,9351500,8888,27,1467.5320000000002,1230.68,-1.0659999999999998,-1.1079999999999999
16443,1352853316.882,9351500,8941,-28,1480.5520000000001,1225.828,-1.074,-1.099
16459,1352853316.922,9351500,8957,-79,1479.5639999999999,1200.475,-1.1159999999999999,-1.104
16475,1352853316.9589999,9351500,8961,-135,1476.366,1184.781,-1.102,-1.129
