,time,id,x,y,z,velocity,angle of motion,facing angle
2027,1352853206.483,9332600,-8015,10263,1430.69,840.395,-2.35,0.0
2031,1352853206.5210001,9332600,-8011,10263,1437.346,841.8860000000001,-2.362,0.862
2035,1352853206.557,9332600,-8043,10242,1445.684,833.166,-2.432,-2.3569999999999998
2039,1352853206.593,9332600,-8048,10234,1444.612,826.505,-2.411,-2.461
2043,1352853206.6269999,9332600,-8061,10218,1440.369,798.5089999999999,-2.355,-2.468
2047,1352853206.663,9332600,-8065,10203,1430.797,800.923,-2.322,-2.503
2051,1352853206.696,9332600,-8084,10185,1394.224,781.187,-2.359,-2.467
2055,1352853206.735,9332600,-8117,10160,1133.23,795.08,-2.428,-2.5069999999999997
2059,1352853206.772,9332600,-8121,10136,1116.721,781.831,-2.326,-2.4619999999999997
2063,1352853206.809,9332600,-8107,10114,1352.475,727.373,-2.335,-2.388
2067,1352853206.847,9332600,-8097,10076,1449.112,740.335,-2.185,-2.351
2071,1352853206.882,9332600,-8081,10020,1494.9370000000001,859.3539999999999,-2.14,-2.259
2075,1352853206.92,9332600,-8076,9953,1494.2,883.08,-2.052,-2.166
2079,1352853206.954,9332600,-8073,9901,1463.626,938.8439999999999,-1.98,-2.093
2083,1352853206.9910002,9332600,-8054,9855,1446.35,940.918,-1.9180000000000001,-2.005
2087,1352853207.028,9332600,-8041,9815,1456.746,983.7080000000001,-1.844,-1.9369999999999998
2091,1352853207.064,9332600,-8046,9771,1457.121,1019.2769999999999,-1.868,-1.9080000000000001
2095,1352853207.1,9332600,-8043,9708,1424.6129999999998,1092.056,-1.787,-1.885
2099,1352853207.137,9332600,-8049,9657,1416.568,1103.568,-1.796,-1.864
2103,1352853207.172,9332600,-8048,9606,1415.007,1134.359,-1.7830000000000001,-1.854
2107,1352853207.2089999,9332600,-8015,9552,1440.967,1081.771,-1.652,-1.704
2111,1352853207.246,9332600,-7968,9505,1447.0620000000001,1071.8139999999999,-1.5230000000000001,-1.574
2115,1352853207.2810001,9332600,-7926,9445,1487.463,1097.036,-1.405,-1.486
2119,1352853207.316,9332600,-7901,9401,1492.48,1064.851,-1.385,-1.454
2123,1352853207.353,9332600,-7888,9346,1494.53,1066.275,-1.4180000000000001,-1.453
2127,1352853207.391,9332600,-7879,9298,1342.609,1135.434,-1.453,-1.495
2131,1352853207.426,9332600,-7888,9247,1351.69,1157.737,-1.484,-1.535
2135,1352853207.467,9332600,-7905,9190,1370.22,1164.758,-1.5859999999999999,-1.604
2139,1352853207.505,9332600,-7929,9147,1385.384,1168.499,-1.696,-1.6740000000000002
2143,1352853207.544,9332600,-7935,9097,1441.5739999999998,1188.21,-1.739,-1.6969999999999998
2147,1352853207.578,9332600,-7947,9056,1449.174,1172.845,-1.757,-1.723
2151,1352853207.615,9332600,-7965,9010,1461.308,1154.934,-1.7480000000000002,-1.76
2155,1352853207.651,9332600,-7977,8960,1460.8729999999998,1139.486,-1.777,-1.771
2159,1352853207.687,9332600,-7980,8918,1426.066,1094.975,-1.778,-1.75
2163,1352853207.724,9332600,-7965,8878,1423.621,1073.437,-1.761,-1.7480000000000002
2167,1352853207.7610002,9332600,-7931,8859,1426.8239999999998,981.125,-1.615,-1.6369999999999998
2171,1352853207.797,9332600,-7913,8817,1425.885,976.25,-1.555,-1.6059999999999999
2175,1352853207.8339999,9332600,-7907,8802,1439.364,935.725,-1.525,-1.614
2179,1352853207.871,9332600,-7890,8768,1433.68,931.804,-1.5590000000000002,-1.591
2183,1352853207.907,9332600,-7877,8742,1377.619,974.97,-1.558,-1.564
2187,1352853207.943,9332600,-7857,8715,1331.764,988.047,-1.5230000000000001,-1.524
2191,1352853207.9789999,9332600,-7835,8687,1318.145,969.7669999999999,-1.4909999999999999,-1.492
2195,1352853208.014,9332600,-7807,8636,1372.328,959.574,-1.421,-1.454
2199,1352853208.047,9332600,-7779,8605,1368.668,925.2139999999999,-1.3630000000000002,-1.4
2203,1352853208.08,9332600,-7766,8563,1371.781,939.8810000000001,-1.4080000000000001,-1.371
2207,1352853208.113,9332600,-7741,8521,1434.9279999999999,954.502,-1.412,-1.341
2211,1352853208.147,9332600,-7708,8491,1447.889,1002.2439999999999,-1.28,-1.247
2215,1352853208.183,9332600,-7698,8459,1448.902,998.437,-1.281,-1.2329999999999999
2219,1352853208.218,9332600,-7690,8434,1446.996,1004.8480000000001,-1.3019999999999998,-1.242
2223,1352853208.255,9332600,-7677,8398,1446.2939999999999,1026.833,-1.263,-1.262
2227,1352853208.29,9332600,-7662,8368,1443.3410000000001,1039.54,-1.266,-1.23
2231,1352853208.327,9332600,-7630,8327,1422.3139999999999,1104.654,-1.245,-1.187
2235,1352853208.361,9332600,-7601,8292,1349.287,1123.756,-1.232,-1.189
2239,1352853208.3960001,9332600,-7581,8245,1334.432,1125.828,-1.189,-1.181
2243,1352853208.431,9332600,-7549,8202,1396.104,1228.511,-1.159,-1.155
2247,1352853208.467,9332600,-7538,8160,1397.281,1232.827,-1.177,-1.163
2251,1352853208.5019999,9332600,-7490,8109,1370.651,1285.6889999999999,-1.169,-1.0959999999999999
2255,1352853208.539,9332600,-7421,8048,1446.945,1369.067,-1.063,-0.997
2259,1352853208.576,9332600,-7370,8008,1468.98,1370.733,-0.9690000000000001,-0.9670000000000001
2263,1352853208.613,9332600,-7334,7959,1478.656,1345.5339999999999,-0.932,-0.9359999999999999
2267,1352853208.647,9332600,-7303,7913,1495.8829999999998,1365.207,-0.981,-0.956
2271,1352853208.681,9332600,-7277,7892,1505.985,1325.654,-0.9420000000000001,-0.905
2275,1352853208.715,9332600,-7254,7861,1529.641,1326.98,-0.955,-0.894
2279,1352853208.7489998,9332600,-7219,7839,1529.033,1313.6029999999998,-0.836,-0.85
2283,1352853208.785,9332600,-7178,7808,1514.8,1255.43,-0.794,-0.792
2287,1352853208.82,9332600,-7133,7789,1522.487,1268.557,-0.797,-0.752
2291,1352853208.855,9332600,-7100,7755,1351.473,1296.893,-0.802,-0.7979999999999999
2295,1352853208.8960001,9332600,-7067,7709,1302.7269999999999,1286.58,-0.818,-0.8
2299,1352853208.932,9332600,-7044,7681,1254.752,1185.769,-0.8420000000000001,-0.807
2303,1352853208.967,9332600,-7010,7647,1238.48,1173.36,-0.7909999999999999,-0.7879999999999999
2307,1352853209.003,9332600,-6978,7603,1230.818,1214.3419999999999,-0.8490000000000001,-0.828
2311,1352853209.038,9332600,-6972,7582,1206.347,1186.308,-0.7959999999999999,-0.818
2315,1352853209.075,9332600,-6980,7592,1196.568,983.2810000000001,-0.752,-0.8079999999999999
2319,1352853209.109,9332600,-6999,7598,1180.674,854.625,-0.728,-0.72
2323,1352853209.145,9332600,-6997,7590,1173.695,769.16,-0.787,-0.6940000000000001
2327,1352853209.18,9332600,-6991,7580,1170.65,719.2330000000001,-0.782,-0.6659999999999999
2331,1352853209.216,9332600,-6963,7561,1286.927,674.398,-0.767,-0.696
2335,1352853209.253,9332600,-6931,7549,1354.156,661.89,-0.7070000000000001,-0.615
2339,1352853209.289,9332600,-6900,7524,1391.781,680.586,-0.637,-0.551
2343,1352853209.325,9332600,-6862,7499,1407.5810000000001,679.445,-0.632,-0.524
2347,1352853209.36,9332600,-6834,7479,1397.609,695.202,-0.6459999999999999,-0.547
2351,1352853209.3960001,9332600,-6819,7462,1391.3570000000002,734.7719999999999,-0.617,-0.569
2355,1352853209.432,9332600,-6764,7426,1339.945,776.788,-0.6,-0.556
2359,1352853209.467,9332600,-6717,7395,1322.9720000000002,809.1289999999999,-0.597,-0.556
2363,1352853209.503,9332600,-6665,7369,1294.786,866.258,-0.597,-0.565
2367,1352853209.538,9332600,-6629,7352,1285.223,865.936,-0.5710000000000001,-0.5529999999999999
2371,1352853209.572,9332600,-6619,7353,1281.894,905.3539999999999,-0.615,-0.556
2375,1352853209.606,9332600,-6392,7225,1278.951,900.243,-0.534,-0.568
2379,1352853209.645,9332600,-6343,7201,1279.004,888.3969999999999,-0.42,-0.54
2383,1352853209.678,9332600,-6317,7202,1232.5330000000001,830.632,-0.363,-0.504
2387,1352853209.714,9332600,-6307,7201,1222.032,728.17,-0.354,-0.43
2391,1352853209.75,9332600,-6276,7184,1219.4189999999999,679.461,-0.379,-0.391
2395,1352853209.784,9332600,-6237,7167,1212.017,674.2130000000001,-0.395,-0.40399999999999997
2399,1352853209.821,9332600,-6201,7146,1207.604,705.9860000000001,-0.39899999999999997,-0.43200000000000005
2403,1352853209.855,9332600,-6154,7144,1371.3729999999998,747.9069999999999,-0.282,-0.33
2407,1352853209.891,9332600,-6111,7138,1440.045,779.015,-0.24,-0.247
2411,1352853209.925,9332600,-6069,7132,1447.086,747.17,-0.16399999999999998,-0.20600000000000002
2415,1352853209.961,9332600,-6054,7131,1449.82,702.791,-0.16899999999999998,-0.201
2419,1352853209.996,9332600,-6028,7124,1383.991,687.02,-0.159,-0.14
2423,1352853210.03,9332600,-6009,7129,1378.003,728.4060000000001,-0.046,-0.091
2427,1352853210.063,9332600,-5990,7125,1376.58,781.2389999999999,-0.062,-0.086
2431,1352853210.099,9332600,-5977,7125,1376.306,817.078,-0.07200000000000001,-0.086
2435,1352853210.1339998,9332600,-5946,7119,1340.486,857.202,-0.063,-0.115
2439,1352853210.169,9332600,-5839,7026,1333.774,1162.025,-0.636,-0.37200000000000005
2443,1352853210.203,9332600,-5751,7005,1333.818,1540.5410000000002,-0.505,-0.247
2447,1352853210.2389998,9332600,-5690,6980,1333.859,1560.787,-0.501,-0.267
2451,1352853210.275,9332600,-5622,6964,1333.9360000000001,1563.869,-0.377,-0.24100000000000002
2455,1352853210.309,9332600,-5584,6953,1285.839,1541.204,-0.384,-0.281
2459,1352853210.35,9332600,-5521,6952,1271.5639999999999,1506.0379999999998,-0.284,-0.26899999999999996
2463,1352853210.3860002,9332600,-5475,6960,1262.1760000000002,1488.963,-0.272,-0.272
2467,1352853210.422,9332600,-5429,6978,1242.566,1437.059,-0.27699999999999997,-0.303
2471,1352853210.4589999,9332600,-5403,6972,1230.876,1357.691,-0.285,-0.307
2475,1352853210.496,9332600,-5391,6983,1171.636,1219.845,-0.25,-0.284
2479,1352853210.53,9332600,-5402,6970,1151.859,1135.241,-0.281,-0.315
2483,1352853210.565,9332600,-5415,6959,1145.421,976.451,-0.314,-0.35600000000000004
2487,1352853210.599,9332600,-5390,6947,1119.983,912.4760000000001,-0.327,-0.363
2491,1352853210.6360002,9332600,-5361,6937,1104.45,890.947,-0.366,-0.39399999999999996
2495,1352853210.671,9332600,-5328,6916,1072.635,890.9889999999999,-0.36200000000000004,-0.426
2499,1352853210.706,9332600,-5296,6899,1053.588,967.327,-0.513,-0.48100000000000004
2503,1352853210.7419999,9332600,-5265,6906,1043.742,846.341,-0.423,-0.441
2507,1352853210.776,9332600,-5239,6901,1043.684,837.512,-0.402,-0.475
2511,1352853210.809,9332600,-5219,6888,1043.684,821.778,-0.374,-0.47600000000000003
2515,1352853210.842,9332600,-5197,6879,1043.684,785.815,-0.332,-0.47
2519,1352853210.878,9332600,-5172,6866,1043.684,806.7919999999999,-0.484,-0.48700000000000004
2523,1352853210.912,9332600,-4859,6690,1051.032,2140.891,-0.263,0.32
2527,1352853210.948,9332600,-4734,6649,1057.608,2187.438,-0.18100000000000002,0.327
2531,1352853210.985,9332600,-4641,6636,1073.815,2181.095,-0.1,0.28
2535,1352853211.0210001,9332600,-4568,6623,1074.03,2066.6679999999997,-0.11599999999999999,0.254
2539,1352853211.06,9332600,-4305,6664,1153.808,2575.115,0.09699999999999999,0.091
2543,1352853211.095,9332600,-4210,6671,1286.652,2512.044,0.102,0.09
2547,1352853211.131,9332600,-4113,6680,1321.1760000000002,2481.3320000000003,0.10800000000000001,0.063
2551,1352853211.167,9332600,-4013,6689,1332.106,2546.621,0.115,0.052000000000000005
2555,1352853211.204,9332600,-3926,6672,1340.1689999999999,2527.444,-0.002,0.012
2559,1352853211.2410002,9332600,-3843,6657,1342.701,2463.161,-0.024,-0.044000000000000004
2563,1352853211.277,9332600,-3777,6650,1373.902,2420.583,-0.044000000000000004,-0.10800000000000001
2567,1352853211.313,9332600,-3748,6631,1391.214,2404.183,-0.177,-0.24100000000000002
2571,1352853211.349,9332600,-3828,6599,1396.6789999999999,1933.9560000000001,-0.414,-0.28800000000000003
2575,1352853211.3860002,9332600,-3763,6566,1396.8139999999999,1915.8020000000001,-0.40299999999999997,-0.28600000000000003
2579,1352853211.422,9332600,-3682,6555,1444.516,2040.319,-0.29600000000000004,-0.331
2583,1352853211.4589999,9332600,-3624,6558,1473.569,1958.9479999999999,-0.18,-0.32799999999999996
2587,1352853211.495,9332600,-3666,6716,1505.243,1743.6270000000002,0.066,-0.073
2591,1352853211.532,9332600,-3585,6670,1512.421,1773.287,-0.0,-0.057
2595,1352853211.567,9332600,-3520,6656,1519.28,1792.838,-0.051,-0.05
2599,1352853211.6039999,9332600,-3425,6679,1550.695,1855.963,-0.10400000000000001,-0.07
2603,1352853211.6360002,9332600,-3362,6668,1563.059,1805.8229999999999,-0.11800000000000001,-0.092
2607,1352853211.671,9332600,-3333,6580,1557.815,1788.016,-0.248,-0.179
2611,1352853211.708,9332600,-3316,6478,1546.674,1845.894,-0.32299999999999995,-0.215
2615,1352853211.745,9332600,-3269,6443,1532.05,1917.604,-0.287,-0.179
2619,1352853211.784,9332600,-3213,6430,1518.285,1955.969,-0.15,-0.154
2623,1352853211.821,9332600,-3156,6420,1512.629,2019.89,-0.121,-0.177
2627,1352853211.858,9332600,-3105,6409,1509.3310000000001,2011.5529999999999,-0.125,-0.174
2631,1352853211.8930001,9332600,-3047,6397,1525.876,1980.058,-0.146,-0.183
2635,1352853211.93,9332600,-2987,6376,1523.8629999999998,2036.692,-0.166,-0.187
2639,1352853211.964,9332600,-2946,6347,1521.9270000000001,2038.7910000000002,-0.19,-0.19399999999999998
2643,1352853211.9989998,9332600,-2885,6322,1521.5839999999998,2020.4460000000001,-0.185,-0.187
2647,1352853212.032,9332600,-2835,6303,1521.356,2005.4479999999999,-0.204,-0.218
2651,1352853212.069,9332600,-2785,6309,1534.425,1925.388,-0.204,-0.196
2655,1352853212.1039999,9332600,-2749,6321,1538.878,1806.256,-0.19399999999999998,-0.13
2659,1352853212.14,9332600,-2769,6359,1536.0479999999998,1459.875,-0.18600000000000003,-0.111
2663,1352853212.174,9332600,-2778,6374,1530.773,1354.973,-0.205,-0.16399999999999998
2667,1352853212.208,9332600,-2746,6374,1530.6229999999998,1297.705,-0.161,-0.192
2671,1352853212.243,9332600,-2699,6364,1530.6229999999998,1244.943,-0.16699999999999998,-0.17
2675,1352853212.278,9332600,-2642,6328,1526.3129999999999,1395.885,-0.207,-0.174
2679,1352853212.314,9332600,-2620,6299,1514.491,1336.244,-0.23199999999999998,-0.154
2683,1352853212.349,9332600,-2593,6284,1506.9579999999999,1212.764,-0.165,-0.145
2687,1352853212.3839998,9332600,-2565,6289,1500.085,1175.195,-0.146,-0.13699999999999998
2691,1352853212.421,9332600,-2503,6290,1501.045,1208.067,-0.127,-0.185
2695,1352853212.455,9332600,-2463,6290,1491.3870000000002,1201.478,-0.079,-0.15
