,time,id,x,y,z,velocity,angle of motion,facing angle
56156,1352853417.576,9365700,-8476,-9565,1849.98,77.876,2.136,0.0
56169,1352853417.615,9365700,-8475,-9563,1843.16,40.404,2.142,2.115
56182,1352853417.653,9365700,-8482,-9551,1797.6960000000001,170.347,2.142,2.101
56195,1352853417.692,9365700,-8491,-9534,1770.5439999999999,334.43800000000005,1.975,2.176
56208,1352853417.73,9365700,-8499,-9535,1730.705,408.356,2.082,2.119
56221,1352853417.767,9365700,-8507,-9528,1720.99,454.87,2.168,2.102
56234,1352853417.806,9365700,-8516,-9502,1782.832,493.785,2.175,2.156
56247,1352853417.842,9365700,-8529,-9487,1796.0910000000001,527.491,2.112,2.182
56260,1352853417.879,9365700,-8545,-9460,1781.9879999999998,539.365,2.122,2.1919999999999997
56273,1352853417.913,9365700,-8553,-9441,1768.545,586.4590000000001,2.217,2.248
56286,1352853417.949,9365700,-8556,-9424,1770.025,599.237,2.2230000000000003,2.2359999999999998
56299,1352853417.986,9365700,-8576,-9398,1779.506,627.756,2.228,2.225
56312,1352853418.026,9365700,-8597,-9379,1779.259,579.401,2.2680000000000002,2.255
56325,1352853418.062,9365700,-8609,-9358,1778.989,625.063,2.199,2.213
56338,1352853418.099,9365700,-8618,-9331,1776.451,674.02,2.161,2.12
56351,1352853418.1360002,9365700,-8616,-9323,1782.0639999999999,651.138,2.117,2.086
56364,1352853418.177,9365700,-8620,-9316,1768.869,624.077,2.154,2.084
56377,1352853418.215,9365700,-8633,-9281,1772.057,654.469,2.13,2.046
56391,1352853418.253,9365700,-8627,-9248,1783.8629999999998,643.946,1.995,2.016
56405,1352853418.2910001,9365700,-8643,-9232,1787.336,657.065,1.9669999999999999,2.0
56419,1352853418.328,9365700,-8649,-9229,1579.444,695.635,1.9680000000000002,2.036
56433,1352853418.365,9365700,-8650,-9228,1503.0120000000002,668.748,1.989,2.0780000000000003
56447,1352853418.404,9365700,-8654,-9202,1440.088,637.409,1.851,2.001
56461,1352853418.442,9365700,-8668,-9192,1422.144,631.331,1.903,1.9580000000000002
56475,1352853418.4789999,9365700,-8689,-9175,1407.2089999999998,729.155,1.996,1.9780000000000002
56489,1352853418.516,9365700,-8696,-9155,1397.368,788.194,1.986,1.963
56503,1352853418.553,9365700,-8697,-9135,1381.796,809.312,1.9880000000000002,1.94
56517,1352853418.592,9365700,-8718,-9113,1563.119,834.648,1.963,1.9280000000000002
56531,1352853418.632,9365700,-8740,-9100,1637.271,791.2860000000001,1.956,1.87
56545,1352853418.668,9365700,-8760,-9096,1659.244,821.2919999999999,1.889,1.8659999999999999
56559,1352853418.702,9365700,-8762,-9078,1660.871,841.954,1.8330000000000002,1.8019999999999998
56573,1352853418.738,9365700,-8771,-9055,1662.566,855.7810000000001,1.859,1.804
56587,1352853418.777,9365700,-8782,-9030,1658.003,823.529,1.8319999999999999,1.7830000000000001
56601,1352853418.812,9365700,-8816,-9010,1657.889,840.737,1.903,1.815
56615,1352853418.847,9365700,-8826,-8999,1657.47,810.99,1.921,1.847
56629,1352853418.885,9365700,-8843,-8977,1669.9189999999999,771.2360000000001,1.849,1.8619999999999999
56643,1352853418.927,9365700,-8846,-8951,1673.192,829.9960000000001,1.8219999999999998,1.821
56657,1352853418.964,9365700,-8854,-8927,1676.158,824.2660000000001,1.7730000000000001,1.744
56671,1352853419.0019999,9365700,-8857,-8904,1674.611,851.8580000000001,1.692,1.649
56685,1352853419.04,9365700,-8867,-8885,1681.77,866.303,1.652,1.61
56699,1352853419.079,9365700,-8866,-8855,1689.8310000000001,918.169,1.531,1.506
56713,1352853419.118,9365700,-8863,-8832,1692.7479999999998,951.8939999999999,1.463,1.495
56727,1352853419.152,9365700,-8873,-8816,1577.251,950.288,1.507,1.514
56741,1352853419.188,9365700,-8879,-8796,1551.638,936.9110000000001,1.506,1.5590000000000002
56755,1352853419.226,9365700,-8882,-8757,1643.094,906.913,1.5219999999999998,1.5830000000000002
56769,1352853419.265,9365700,-8871,-8719,1663.612,967.9739999999999,1.496,1.525
56783,1352853419.303,9365700,-8858,-8695,1676.0220000000002,969.873,1.4609999999999999,1.492
56797,1352853419.339,9365700,-8864,-8669,1682.8220000000001,946.9839999999999,1.462,1.474
56811,1352853419.3769999,9365700,-8881,-8649,1572.6329999999998,896.9830000000001,1.476,1.5219999999999998
