,time,id,x,y,z,velocity,angle of motion,facing angle
58463,1352853424.1339998,9370400,5460,303,1722.0420000000001,1084.567,-1.074,0.0
58476,1352853424.173,9370400,5461,304,1713.985,1089.373,-1.093,1.21
58488,1352853424.207,9370400,5478,269,1711.94,1065.618,-1.0170000000000001,-1.01
58500,1352853424.245,9370400,5492,236,1708.648,1099.503,-1.0759999999999998,-1.107
58512,1352853424.282,9370400,5521,194,1705.974,1170.522,-1.1340000000000001,-1.168
58524,1352853424.318,9370400,5550,136,1701.537,1200.857,-1.1909999999999998,-1.197
58536,1352853424.352,9370400,5571,102,1698.483,1199.451,-1.183,-1.207
58549,1352853424.387,9370400,5601,47,1695.9979999999998,1227.3319999999999,-1.169,-1.192
58562,1352853424.424,9370400,5636,-26,1693.099,1229.087,-1.173,-1.2309999999999999
58575,1352853424.462,9370400,5664,-93,1686.7720000000002,1217.366,-1.217,-1.239
58589,1352853424.497,9370400,5690,-176,1680.239,1258.12,-1.24,-1.274
58603,1352853424.533,9370400,5729,-254,1675.047,1295.655,-1.2429999999999999,-1.2990000000000002
58617,1352853424.569,9370400,5745,-298,1669.4479999999999,1256.585,-1.2429999999999999,-1.295
58631,1352853424.605,9370400,5770,-347,1669.46,1305.858,-1.203,-1.288
58645,1352853424.64,9370400,5796,-384,1669.476,1285.675,-1.139,-1.239
58659,1352853424.676,9370400,5829,-431,1664.965,1375.5420000000001,-1.124,-1.197
58673,1352853424.712,9370400,5870,-489,1664.944,1314.235,-1.1179999999999999,-1.18
58687,1352853424.7519999,9370400,5920,-531,1666.504,1313.0279999999998,-1.0859999999999999,-1.1420000000000001
58701,1352853424.792,9370400,5978,-582,1671.9170000000001,1343.359,-1.0490000000000002,-1.099
58715,1352853424.831,9370400,6004,-628,1690.615,1406.269,-1.061,-1.093
58729,1352853424.8660002,9370400,6041,-686,1688.963,1443.2379999999998,-1.043,-1.0979999999999999
58743,1352853424.904,9370400,6084,-747,1682.101,1469.711,-1.064,-1.1159999999999999
58757,1352853424.94,9370400,6139,-809,1684.65,1472.4470000000001,-1.016,-1.074
58771,1352853424.98,9370400,6189,-854,1695.536,1535.4089999999999,-1.011,-1.013
58785,1352853425.017,9370400,6235,-891,1703.411,1510.616,-0.985,-0.995
58799,1352853425.055,9370400,6269,-942,1695.506,1507.435,-0.9470000000000001,-0.98
58814,1352853425.0939999,9370400,6316,-998,1693.555,1564.503,-0.9890000000000001,-0.982
58829,1352853425.129,9370400,6342,-1079,1751.5279999999998,1691.348,-1.003,-0.988
58844,1352853425.165,9370400,6366,-1143,1806.5929999999998,1689.851,-0.988,-0.9890000000000001
58859,1352853425.202,9370400,6391,-1178,1799.695,1637.182,-0.925,-0.968
58874,1352853425.2419999,9370400,6437,-1261,1803.783,1725.881,-0.894,-0.924
58889,1352853425.28,9370400,6466,-1310,1801.965,1742.351,-0.91,-0.887
58904,1352853425.317,9370400,6498,-1355,1793.501,1719.4389999999999,-0.865,-0.845
58919,1352853425.353,9370400,6526,-1373,1779.961,1651.271,-0.812,-0.815
58934,1352853425.3930001,9370400,6563,-1411,1798.425,1635.9460000000001,-0.862,-0.873
58949,1352853425.429,9370400,6595,-1455,1783.691,1543.862,-0.85,-0.851
58964,1352853425.47,9370400,6638,-1503,1777.3770000000002,1528.3039999999999,-0.838,-0.847
58979,1352853425.5110002,9370400,6675,-1546,1768.754,1491.527,-0.84,-0.8420000000000001
58994,1352853425.551,9370400,6695,-1598,1764.266,1539.592,-0.902,-0.894
59009,1352853425.59,9370400,6743,-1659,1767.405,1615.1589999999999,-0.903,-0.929
59024,1352853425.628,9370400,6782,-1715,1768.162,1619.511,-0.9329999999999999,-0.981
59039,1352853425.663,9370400,6822,-1748,1765.911,1622.191,-0.9670000000000001,-0.973
59054,1352853425.698,9370400,6851,-1781,1762.845,1517.514,-0.981,-0.956
59069,1352853425.738,9370400,6916,-1836,1811.855,1661.957,-0.884,-0.907
59084,1352853425.777,9370400,6969,-1905,1815.858,1745.818,-0.8540000000000001,-0.922
59099,1352853425.813,9370400,7005,-1944,1814.484,1717.5220000000002,-0.897,-0.94
59114,1352853425.851,9370400,7022,-2003,1823.2979999999998,1812.283,-0.878,-0.9259999999999999
59129,1352853425.888,9370400,7031,-2033,1827.047,1652.612,-0.927,-0.929
59144,1352853425.926,9370400,7049,-2064,1818.74,1560.277,-1.01,-0.955
59159,1352853425.965,9370400,7101,-2123,1812.035,1623.628,-1.04,-0.935
59174,1352853426.003,9370400,7174,-2175,1805.486,1688.737,-0.9740000000000001,-0.917
59189,1352853426.04,9370400,7323,-2262,1803.1129999999998,1911.507,-0.7879999999999999,-0.7759999999999999
59204,1352853426.078,9370400,7425,-2298,1800.219,2038.01,-0.6409999999999999,-0.7290000000000001
59219,1352853426.1160002,9370400,7444,-2333,1796.2060000000001,2004.371,-0.664,-0.7190000000000001
59234,1352853426.155,9370400,7488,-2367,1789.776,1984.4720000000002,-0.64,-0.7340000000000001
59249,1352853426.193,9370400,7538,-2418,1784.636,2023.106,-0.657,-0.741
59264,1352853426.23,9370400,7601,-2466,1788.779,2029.0339999999999,-0.66,-0.742
59279,1352853426.273,9370400,7656,-2522,1801.6889999999999,1982.2160000000001,-0.679,-0.711
59294,1352853426.312,9370400,7697,-2551,1809.398,1883.568,-0.643,-0.677
59309,1352853426.35,9370400,7748,-2564,1806.415,1826.251,-0.585,-0.6659999999999999
59324,1352853426.39,9370400,7777,-2567,1802.8670000000002,1697.993,-0.68,-0.6729999999999999
59339,1352853426.428,9370400,7813,-2600,1796.539,1677.005,-0.747,-0.769
59353,1352853426.467,9370400,7851,-2644,1793.215,1639.491,-0.7959999999999999,-0.836
59367,1352853426.505,9370400,7871,-2688,1790.504,1608.7320000000002,-0.865,-0.899
59380,1352853426.544,9370400,7885,-2732,1790.075,1589.068,-0.897,-0.9309999999999999
59393,1352853426.581,9370400,7905,-2789,1788.33,1562.795,-0.945,-0.9390000000000001
59406,1352853426.6160002,9370400,7941,-2829,1782.442,1578.485,-0.97,-0.983
59419,1352853426.652,9370400,7965,-2852,1776.486,1510.144,-0.9690000000000001,-0.987
59433,1352853426.691,9370400,7994,-2891,1773.5720000000001,1451.533,-1.021,-0.996
59447,1352853426.7289999,9370400,8031,-2925,1768.479,1406.089,-1.052,-1.002
59461,1352853426.767,9370400,8062,-2962,1763.9160000000002,1331.098,-1.052,-1.018
59475,1352853426.807,9370400,8084,-2998,1760.776,1242.165,-1.078,-1.067
59489,1352853426.8439999,9370400,8098,-3015,1757.318,1118.162,-1.012,-1.0590000000000002
59503,1352853426.8830001,9370400,8136,-3038,1753.129,1010.684,-0.9590000000000001,-1.0170000000000001
59517,1352853426.921,9370400,8171,-3056,1749.0610000000001,1033.722,-0.8809999999999999,-0.988
59531,1352853426.961,9370400,8209,-3092,1744.839,1084.399,-0.95,-0.98
59545,1352853427.0019999,9370400,8269,-3138,1740.987,1168.325,-0.9690000000000001,-0.978
59559,1352853427.043,9370400,8306,-3183,1738.112,1205.0339999999999,-0.935,-0.9570000000000001
59573,1352853427.079,9370400,8351,-3211,1735.783,1264.643,-0.9520000000000001,-0.9570000000000001
59587,1352853427.1160002,9370400,8399,-3230,1734.181,1290.348,-0.976,-0.955
59601,1352853427.1560001,9370400,8441,-3260,1731.818,1271.247,-0.982,-1.002
59615,1352853427.195,9370400,8463,-3305,1754.203,1312.566,-1.04,-1.014
59628,1352853427.2319999,9370400,8487,-3347,1762.023,1287.68,-1.0290000000000001,-1.047
59641,1352853427.269,9370400,8512,-3397,1766.911,1243.6860000000001,-1.0490000000000002,-1.062
59654,1352853427.309,9370400,8537,-3442,1768.116,1280.1960000000001,-1.102,-1.075
59667,1352853427.345,9370400,8603,-3468,1755.408,1279.5739999999998,-1.063,-1.0759999999999998
59680,1352853427.3830001,9370400,8657,-3510,1745.2160000000001,1317.9170000000001,-1.0290000000000001,-1.044
59693,1352853427.422,9370400,8694,-3559,1738.442,1287.326,-1.036,-1.033
59706,1352853427.46,9370400,8735,-3607,1732.536,1246.9260000000002,-1.0859999999999999,-1.01
59719,1352853427.4980001,9370400,8756,-3640,1721.5839999999998,1232.6680000000001,-1.018,-1.012
59732,1352853427.536,9370400,8786,-3662,1709.191,1187.27,-0.997,-0.961
59745,1352853427.574,9370400,8801,-3688,1702.665,1164.076,-0.987,-0.96
59758,1352853427.61,9370400,8832,-3728,1730.8929999999998,1165.8339999999998,-0.997,-0.945
59771,1352853427.648,9370400,8869,-3765,1730.49,1208.809,-0.981,-0.909
59784,1352853427.687,9370400,8918,-3804,1729.0120000000002,1251.692,-0.905,-0.902
59797,1352853427.723,9370400,8955,-3826,1729.993,1275.518,-0.8170000000000001,-0.85
59810,1352853427.7589998,9370400,9004,-3868,1728.882,1276.639,-0.8009999999999999,-0.8859999999999999
59823,1352853427.802,9370400,9075,-3913,1734.265,1339.1070000000002,-0.8540000000000001,-0.866
59836,1352853427.84,9370400,9116,-3954,1735.047,1338.598,-0.835,-0.83
59849,1352853427.88,9370400,9158,-3996,1737.6660000000002,1483.267,-0.92,-0.853
59862,1352853427.918,9370400,9228,-4046,1732.6170000000002,1669.378,-0.9109999999999999,-0.863
59875,1352853427.957,9370400,9287,-4094,1730.567,1777.1070000000002,-0.8220000000000001,-0.8190000000000001
59888,1352853427.994,9370400,9367,-4157,1752.566,1888.871,-0.7609999999999999,-0.8029999999999999
59901,1352853428.033,9370400,9382,-4147,1770.274,1576.219,-0.78,-0.8390000000000001
59914,1352853428.072,9370400,9407,-4170,1772.795,1481.986,-0.8,-0.8220000000000001
59927,1352853428.11,9370400,9444,-4197,1773.487,1390.9,-0.799,-0.84
59940,1352853428.148,9370400,9574,-4293,1774.1860000000001,1551.7520000000002,-0.782,-0.828
59953,1352853428.187,9370400,9623,-4346,1767.644,1604.5179999999998,-0.863,-0.867
