,time,id,x,y,z,velocity,angle of motion,facing angle
10667,1352853295.112,9345500,44279,-18582,1420.899,1223.083,2.955,0.0
10673,1352853295.1460001,9345500,44277,-18581,1420.899,1223.635,2.9619999999999997,-0.22
10679,1352853295.182,9345500,44235,-18577,1420.899,1164.364,2.992,2.815
10685,1352853295.221,9345500,44184,-18571,1420.899,1137.007,2.97,2.7710000000000004
10691,1352853295.2580001,9345500,44143,-18567,1420.899,1119.718,2.93,2.722
10697,1352853295.294,9345500,44102,-18556,1420.899,1082.7069999999999,2.9219999999999997,2.747
10703,1352853295.331,9345500,44058,-18548,1420.899,1024.163,2.9539999999999997,3.022
10709,1352853295.3730001,9345500,44126,-18646,1495.769,604.524,-2.805,2.783
10715,1352853295.409,9345500,44106,-18655,1495.818,611.617,-2.97,2.7119999999999997
10721,1352853295.447,9345500,44082,-18655,1495.818,636.113,-3.103,2.699
10727,1352853295.484,9345500,44063,-18651,1495.818,613.1419999999999,3.1189999999999998,2.8539999999999996
10733,1352853295.5210001,9345500,44040,-18652,1495.818,581.686,3.113,2.8360000000000003
10739,1352853295.557,9345500,43976,-18623,1488.479,620.355,2.985,2.767
10745,1352853295.5939999,9345500,43966,-18621,1489.181,560.677,2.833,2.781
10751,1352853295.632,9345500,43795,-18548,1462.42,878.54,2.657,2.658
10757,1352853295.67,9345500,43654,-18524,1450.4189999999999,1109.122,2.543,2.552
10763,1352853295.706,9345500,43662,-18483,1449.9979999999998,1059.667,2.414,2.444
10769,1352853295.743,9345500,43606,-18462,1448.435,1060.525,2.49,2.4730000000000003
10775,1352853295.782,9345500,43521,-18440,1444.6770000000001,1202.548,2.444,2.459
10781,1352853295.818,9345500,43495,-18418,1445.4820000000002,1151.813,2.388,2.48
10786,1352853295.852,9345500,43469,-18395,1445.4820000000002,1124.316,2.3890000000000002,2.535
10791,1352853295.887,9345500,43433,-18370,1442.299,1057.526,2.377,2.536
10796,1352853295.92,9345500,43389,-18344,1438.754,1066.879,2.3080000000000003,2.452
10801,1352853295.957,9345500,43359,-18326,1431.5770000000002,1062.866,2.366,2.464
10806,1352853295.993,9345500,43334,-18305,1431.629,1031.819,2.418,2.501
10811,1352853296.026,9345500,43308,-18276,1431.51,997.653,2.4019999999999997,2.437
10816,1352853296.062,9345500,43265,-18238,1431.611,1109.547,2.431,2.417
10821,1352853296.102,9345500,43225,-18233,1431.2910000000002,1124.627,2.488,2.46
10827,1352853296.138,9345500,43185,-18201,1431.024,1104.987,2.489,2.45
10833,1352853296.174,9345500,43166,-18203,1430.918,1053.614,2.499,2.489
10839,1352853296.211,9345500,43143,-18199,1430.851,980.7330000000001,2.537,2.498
