,time,id,x,y,z,velocity,angle of motion,facing angle
7932,1352853267.824,9342700,1186,8750,1498.253,1061.867,-1.4140000000000001,0.0
7935,1352853267.861,9342700,1187,8747,1498.253,1061.127,-1.412,1.3719999999999999
7938,1352853267.898,9342700,1187,8684,1498.253,1123.853,-1.528,-1.85
7941,1352853267.933,9342700,1184,8644,1498.253,1071.029,-1.527,-1.709
7944,1352853267.971,9342700,1183,8592,1498.253,1078.435,-1.561,-1.7109999999999999
7947,1352853268.005,9342700,1186,8550,1498.253,1034.48,-1.57,-1.679
7950,1352853268.038,9342700,1188,8506,1498.253,1033.625,-1.58,-1.649
7953,1352853268.073,9342700,1197,8467,1498.253,966.523,-1.653,-1.63
7956,1352853268.108,9342700,1214,8426,1552.37,931.628,-1.5519999999999998,-1.6219999999999999
7959,1352853268.1460001,9342700,1232,8395,1576.7,965.762,-1.489,-1.5430000000000001
7962,1352853268.184,9342700,1224,8357,1587.124,982.047,-1.565,-1.569
7965,1352853268.22,9342700,1211,8313,1590.639,947.635,-1.587,-1.599
7968,1352853268.2589998,9342700,1203,8273,1655.881,960.143,-1.614,-1.64
7971,1352853268.293,9342700,1205,8246,1681.872,944.8919999999999,-1.614,-1.61
7974,1352853268.329,9342700,1216,8200,1697.967,907.675,-1.584,-1.584
7977,1352853268.365,9342700,1223,8143,1731.557,962.6560000000001,-1.545,-1.536
7980,1352853268.401,9342700,1238,8087,1752.406,999.681,-1.459,-1.483
7983,1352853268.438,9342700,1262,8057,1747.912,1003.93,-1.3459999999999999,-1.426
7986,1352853268.475,9342700,1320,8035,1743.918,984.0010000000001,-1.185,-1.3430000000000002
7989,1352853268.5110002,9342700,1363,8005,1737.457,1025.538,-1.104,-1.305
7992,1352853268.544,9342700,1408,7955,1776.7020000000002,1093.4189999999999,-1.074,-1.192
7995,1352853268.58,9342700,1455,7905,1799.047,1195.243,-1.011,-1.11
7998,1352853268.615,9342700,1489,7865,1822.8470000000002,1165.423,-1.002,-1.1159999999999999
8001,1352853268.649,9342700,1503,7817,1836.4560000000001,1167.404,-1.08,-1.138
