,time,id,x,y,z,velocity,angle of motion,facing angle
10997,1352853297.153,9345700,20838,-12139,1750.404,1066.335,-0.659,0.0
11004,1352853297.189,9345700,20839,-12135,1747.036,1060.205,-0.6579999999999999,1.5490000000000002
11011,1352853297.225,9345700,20866,-12144,1738.3410000000001,985.689,-0.568,0.258
11018,1352853297.2610002,9345700,20895,-12155,1731.233,955.255,-0.409,0.18
11025,1352853297.295,9345700,20925,-12171,1731.404,944.9060000000001,-0.379,0.149
11032,1352853297.33,9345700,20950,-12179,1731.404,895.6389999999999,-0.409,0.091
11039,1352853297.3639998,9345700,20997,-12192,1730.365,970.095,-0.255,-0.018000000000000002
11046,1352853297.399,9345700,21023,-12201,1729.34,862.579,-0.275,-0.193
11053,1352853297.434,9345700,21047,-12220,1726.031,884.5989999999999,-0.34,-0.297
11060,1352853297.468,9345700,21064,-12242,1722.994,806.076,-0.479,-0.47600000000000003
11067,1352853297.505,9345700,21068,-12278,1753.375,809.405,-0.6579999999999999,-0.5920000000000001
11074,1352853297.542,9345700,21085,-12312,1764.861,810.3710000000001,-0.741,-0.657
11081,1352853297.581,9345700,21096,-12346,1763.79,858.2660000000001,-0.753,-0.72
11088,1352853297.6160002,9345700,21111,-12387,1761.517,892.4,-0.863,-0.8240000000000001
11095,1352853297.65,9345700,21128,-12414,1758.5610000000001,940.955,-0.941,-0.912
11102,1352853297.686,9345700,21109,-12423,1755.308,857.393,-0.941,-0.951
11109,1352853297.721,9345700,21101,-12432,1752.609,789.3760000000001,-0.9209999999999999,-0.976
11116,1352853297.757,9345700,21087,-12436,1750.151,674.154,-0.872,-0.872
11123,1352853297.792,9345700,21105,-12476,1743.981,759.623,-1.031,-0.9640000000000001
11130,1352853297.825,9345700,21113,-12518,1736.986,839.5169999999999,-1.091,-1.068
11137,1352853297.858,9345700,21142,-12548,1735.924,909.797,-1.028,-1.0759999999999998
11144,1352853297.891,9345700,21166,-12563,1735.227,898.441,-0.945,-1.036
11151,1352853297.925,9345700,21188,-12586,1734.425,889.424,-0.903,-1.0170000000000001
11158,1352853297.958,9345700,21214,-12603,1733.68,903.194,-0.945,-0.996
11165,1352853297.9910002,9345700,21223,-12624,1733.566,857.8969999999999,-0.9159999999999999,-0.96
11172,1352853298.026,9345700,21236,-12644,1733.566,844.659,-0.9670000000000001,-0.958
11179,1352853298.061,9345700,21301,-12661,1728.7779999999998,954.072,-0.7290000000000001,-0.847
11186,1352853298.095,9345700,21354,-12696,1722.656,967.615,-0.698,-0.787
11193,1352853298.13,9345700,21390,-12709,1715.253,939.125,-0.6459999999999999,-0.72
11200,1352853298.165,9345700,21419,-12713,1708.047,914.403,-0.574,-0.708
11207,1352853298.2,9345700,21441,-12719,1708.219,899.7130000000001,-0.485,-0.6859999999999999
11214,1352853298.234,9345700,21505,-12739,1698.504,926.544,-0.48200000000000004,-0.6579999999999999
11221,1352853298.274,9345700,21543,-12762,1689.1970000000001,980.6339999999999,-0.589,-0.6859999999999999
11228,1352853298.312,9345700,21593,-12787,1685.0720000000001,1030.123,-0.633,-0.6829999999999999
11235,1352853298.346,9345700,21635,-12815,1681.256,1015.062,-0.6559999999999999,-0.672
11242,1352853298.382,9345700,21658,-12840,1673.7020000000002,1033.428,-0.6459999999999999,-0.657
11249,1352853298.417,9345700,21674,-12845,1666.1729999999998,943.426,-0.675,-0.659
11256,1352853298.45,9345700,21730,-12842,1706.756,1017.947,-0.5770000000000001,-0.597
11263,1352853298.484,9345700,21756,-12852,1757.996,965.3489999999999,-0.5760000000000001,-0.602
11270,1352853298.5180001,9345700,21781,-12874,1750.25,989.049,-0.595,-0.617
11277,1352853298.551,9345700,21804,-12900,1744.769,984.045,-0.622,-0.613
11284,1352853298.585,9345700,21819,-12907,1751.3570000000002,963.678,-0.591,-0.608
11291,1352853298.62,9345700,21828,-12919,1752.921,872.6239999999999,-0.613,-0.597
11298,1352853298.6560001,9345700,21859,-12936,1747.1170000000002,884.428,-0.568,-0.5589999999999999
11305,1352853298.691,9345700,21881,-12945,1741.817,828.123,-0.536,-0.503
11312,1352853298.726,9345700,21919,-12953,1735.91,843.329,-0.605,-0.5529999999999999
11319,1352853298.7610002,9345700,21946,-12962,1734.3039999999999,852.1419999999999,-0.68,-0.593
11326,1352853298.797,9345700,21957,-12974,1733.095,876.688,-0.7,-0.647
11333,1352853298.833,9345700,21973,-12985,1732.092,759.845,-0.6829999999999999,-0.662
11340,1352853298.87,9345700,21988,-12995,1731.891,721.1010000000001,-0.6679999999999999,-0.61
11347,1352853298.9060001,9345700,22107,-13041,1726.481,1003.1210000000001,-0.541,-0.545
