,time,id,x,y,z,velocity,angle of motion,facing angle
39906,1352853369.7580001,9360902,25324,-16698,2198.063,1250.364,2.773,0.0
39920,1352853369.798,9360902,25311,-16679,2197.446,1294.596,2.798,3.025
39934,1352853369.836,9360902,25258,-16660,2193.165,1294.637,2.877,2.845
39948,1352853369.8760002,9360902,25182,-16613,2191.29,1185.035,2.681,2.915
39962,1352853369.913,9360902,25101,-16578,2186.301,1268.1960000000001,2.717,2.912
39976,1352853369.957,9360902,25072,-16563,2180.192,1224.628,2.735,2.8930000000000002
39990,1352853369.996,9360902,24946,-16493,2184.924,1887.2839999999999,2.469,2.898
40004,1352853370.035,9360902,24865,-16443,2179.245,2024.851,2.528,2.9010000000000002
40018,1352853370.073,9360902,24936,-16417,2178.266,1860.285,2.427,2.862
40032,1352853370.113,9360902,24891,-16420,2175.431,1819.8570000000002,2.591,2.877
40046,1352853370.15,9360902,24879,-16418,2172.695,1672.601,2.8339999999999996,2.891
40060,1352853370.189,9360902,24838,-16411,2168.413,1572.0629999999999,2.866,2.985
40074,1352853370.227,9360902,24824,-16411,2164.076,1431.105,2.8480000000000003,2.9739999999999998
40088,1352853370.264,9360902,24756,-16385,2158.375,1450.0929999999998,2.85,2.948
40102,1352853370.302,9360902,24712,-16366,2150.985,1401.648,2.782,2.8939999999999997
40116,1352853370.338,9360902,24685,-16362,2145.451,1242.7060000000001,2.747,2.883
40130,1352853370.3730001,9360902,24645,-16392,2142.576,1022.5219999999999,2.895,2.987
40144,1352853370.41,9360902,24621,-16400,2138.702,1022.059,3.068,3.136
40158,1352853370.446,9360902,24592,-16372,2136.0789999999997,1153.983,2.9339999999999997,2.944
40172,1352853370.485,9360902,24568,-16360,2133.02,1151.2069999999999,2.862,2.9
40186,1352853370.522,9360902,24489,-16314,2125.021,1159.3519999999999,2.72,2.8939999999999997
40200,1352853370.559,9360902,24434,-16282,2108.9429999999998,1220.411,2.753,2.898
40214,1352853370.5939999,9360902,24398,-16265,2108.9,1198.8319999999999,2.7939999999999996,2.9389999999999996
40228,1352853370.6330001,9360902,24356,-16250,2108.9,1194.995,2.818,2.9530000000000003
40242,1352853370.673,9360902,24339,-16260,2101.366,1001.296,2.819,2.971
40256,1352853370.713,9360902,24284,-16229,2094.1420000000003,1148.2089999999998,2.822,2.925
40270,1352853370.75,9360902,24262,-16223,2087.532,1142.552,2.772,2.917
40284,1352853370.786,9360902,24208,-16188,2078.813,1299.637,2.713,2.897
40298,1352853370.822,9360902,24131,-16155,2061.9139999999998,1476.128,2.7439999999999998,2.927
40312,1352853370.8569999,9360902,24086,-16134,2061.4,1390.9560000000001,2.767,2.951
40326,1352853370.895,9360902,24033,-16109,2061.4,1361.64,2.75,2.9330000000000003
40340,1352853370.932,9360902,23988,-16053,2044.226,1440.234,2.67,2.826
40354,1352853370.97,9360902,23962,-16051,2028.49,1375.5420000000001,2.699,2.841
40368,1352853371.01,9360902,23904,-16013,2019.017,1407.651,2.701,2.813
40382,1352853371.047,9360902,23856,-15985,2001.942,1366.18,2.719,2.795
40396,1352853371.082,9360902,23825,-15971,1984.389,1347.799,2.708,2.827
